names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,fecha_convertida,Dia,Hora,periodo,calidad_aire
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,55,2024-06-26 05:29:00+09:00,0.1,85.0,8.3,,1011.5,17.0,55.0,0.6,18.5,2.5,2024-06-25 22:29:00+09:00,2024-06-25,22,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-26 15:42:37+09:00,0.1,100.0,7.4,,1012.0,20.0,53.0,0.6,17.5,1.0,2024-06-26 08:42:37+09:00,2024-06-26,8,mañana,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-26 18:45:19+09:00,0.1,77.5,12.4,,1012.0,26.0,53.0,0.6,22.0,0.7,2024-06-26 11:45:19+09:00,2024-06-26,11,mañana,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,42,2024-06-26 23:40:50+09:00,0.1,42.0,3.7,,1010.5,13.0,42.0,0.6,30.0,2.5,2024-06-26 16:40:50+09:00,2024-06-26,16,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-27 04:32:54+09:00,0.1,88.0,5.1,,1013.0,15.0,53.0,0.6,20.0,2.5,2024-06-26 21:32:54+09:00,2024-06-26,21,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,59,2024-06-27 15:44:00+09:00,0.1,100.0,3.7,,1015.0,19.0,59.0,0.6,19.0,0.7,2024-06-27 08:44:00+09:00,2024-06-27,8,mañana,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-27 20:42:44+09:00,0.1,75.5,5.5,,1015.0,19.0,46.0,0.6,24.0,4.3,2024-06-27 13:42:44+09:00,2024-06-27,13,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,63,2024-06-27 23:47:10+09:00,0.1,80.5,4.6,,1015.0,19.0,63.0,0.6,22.5,4.8,2024-06-27 16:47:10+09:00,2024-06-27,16,tarde,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-28 04:41:09+09:00,0.1,88.0,5.1,,1017.0,10.0,53.0,0.6,18.5,4.6,2024-06-27 21:41:09+09:00,2024-06-27,21,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,21,2024-06-28 15:57:47+09:00,0.1,90.5,4.2,,1018.0,6.0,21.0,0.6,17.0,3.6,2024-06-28 08:57:47+09:00,2024-06-28,8,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-28 16:47:10+09:00,0.1,93.0,3.2,,1014.0,8.0,17.0,0.6,15.0,1.5,2024-06-28 09:47:10+09:00,2024-06-28,9,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,9,2024-06-28 18:45:10+09:00,0.1,79.5,5.1,,1018.0,4.0,9.0,0.6,19.5,4.8,2024-06-28 11:45:10+09:00,2024-06-28,11,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-29 05:46:11+09:00,0.1,88.0,4.6,,1016.0,10.0,46.0,0.6,17.5,4.1,2024-06-28 22:46:11+09:00,2024-06-28,22,noche,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-29 13:00:45,0.1,90.0,4.2,,1015.0,8.0,17.0,0.6,15.0,2.3,2024-06-29 06:00:45,2024-06-29,6,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-29 16:47:10+09:00,0.1,93.0,3.2,,1014.0,8.0,17.0,0.6,15.0,1.5,2024-06-29 09:47:10+09:00,2024-06-29,9,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,13,2024-06-29 19:05:30,0.1,84.5,4.2,,1015.0,8.0,13.0,0.6,16.0,2.3,2024-06-29 12:05:30,2024-06-29,12,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-29 23:48:36,0.1,97.6,5.1,,1016.3,14.0,46.0,0.6,13.3,2.7,2024-06-29 16:48:36,2024-06-29,16,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,9,2024-06-30 09:04:17,0.1,93.0,2.3,,1017.0,2.0,9.0,0.6,14.0,1.2,2024-06-30 02:04:17,2024-06-30,2,otro,Buena
"A Grela (C), Galicia, Spain",Galicia,91,2024-06-26 04:58:45+09:00,1.0,93.0,4.2,23.0,1007.1,20.0,91.0,3.1,17.2,12.2,2024-06-25 21:58:45+09:00,2024-06-25,21,noche,Moderada
"A Grela (C), Galicia, Spain",Galicia,63,2024-06-26 15:21:51+09:00,1.0,95.0,12.4,12.6,1007.3,17.0,63.0,2.2,16.6,2.0,2024-06-26 08:21:51+09:00,2024-06-26,8,mañana,Moderada
"A Grela (C), Galicia, Spain",Galicia,68,2024-06-26 18:45:51+09:00,1.0,91.3,5.5,16.2,1008.0,20.0,68.0,2.3,19.0,3.0,2024-06-26 11:45:51+09:00,2024-06-26,11,mañana,Moderada
"A Grela (C), Galicia, Spain",Galicia,42,2024-06-26 23:00:48+09:00,1.0,89.0,2.7,21.8,1008.3,30.0,42.0,2.3,18.3,20.0,2024-06-26 16:00:48+09:00,2024-06-26,16,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,29,2024-06-27 04:16:56+09:00,1.0,91.0,5.1,18.3,1010.2,25.0,29.0,2.1,17.7,8.5,2024-06-26 21:16:56+09:00,2024-06-26,21,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,20,2024-06-27 16:17:03+09:00,1.0,90.0,11.0,20.2,1012.4,14.0,10.0,2.4,17.2,7.5,2024-06-27 09:17:03+09:00,2024-06-27,9,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,18,2024-06-27 20:31:50+09:00,1.0,88.0,3.1,18.4,1012.5,18.0,10.0,2.5,17.7,19.3,2024-06-27 13:31:50+09:00,2024-06-27,13,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-27 23:55:50+09:00,1.0,87.0,3.7,19.3,1012.9,16.0,5.0,2.5,18.1,19.2,2024-06-27 16:55:50+09:00,2024-06-27,16,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-28 03:20:03+09:00,1.0,85.5,5.1,18.6,1013.4,15.0,15.0,2.4,18.0,12.0,2024-06-27 20:20:03+09:00,2024-06-27,20,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-28 15:30:51+09:00,1.0,92.6,4.1,20.8,1014.2,15.0,14.0,2.3,16.1,14.6,2024-06-28 08:30:51+09:00,2024-06-28,8,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-28 17:06:49+09:00,1.0,87.0,4.3,20.6,1014.1,20.0,10.0,2.0,16.1,3.0,2024-06-28 10:06:49+09:00,2024-06-28,10,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-28 18:55:04+09:00,1.0,90.2,5.1,21.5,1014.4,21.0,14.0,2.4,16.5,13.7,2024-06-28 11:55:04+09:00,2024-06-28,11,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,42,2024-06-29 05:06:46+09:00,1.0,87.0,4.2,20.2,1015.1,28.0,42.0,2.4,16.6,12.0,2024-06-28 22:06:46+09:00,2024-06-28,22,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-29 12:59:42,1.0,82.0,1.5,21.7,1014.4,16.0,7.0,1.9,16.6,6.6,2024-06-29 05:59:42,2024-06-29,5,otro,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-29 15:24:49+09:00,1.0,89.0,2.9,20.1,1014.0,22.0,10.0,2.0,15.5,4.0,2024-06-29 08:24:49+09:00,2024-06-29,8,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,23,2024-06-29 19:04:27,1.0,78.6,3.3,23.3,1012.8,9.0,11.0,2.6,17.0,8.6,2024-06-29 12:04:27,2024-06-29,12,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-29 23:47:33,1.0,89.6,2.1,20.6,1013.3,10.0,13.0,1.9,16.1,2.6,2024-06-29 16:47:33,2024-06-29,16,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-30 09:03:14,1.0,93.0,2.4,18.7,1013.0,6.0,8.0,3.5,16.1,1.5,2024-06-30 02:03:14,2024-06-30,2,otro,Buena
"Actur, Zaragoza, Spain",,39,2024-06-26 05:20:13+09:00,,39.0,4.9,33.3,1009.4,16.0,39.0,,27.5,4.5,2024-06-25 22:20:13+09:00,2024-06-25,22,noche,Buena
"Actur, Zaragoza, Spain",,21,2024-06-26 15:54:08+09:00,,56.5,3.3,21.2,1012.7,10.0,25.0,,21.2,2.1,2024-06-26 08:54:08+09:00,2024-06-26,8,mañana,Buena
"Actur, Zaragoza, Spain",,28,2024-06-26 18:26:51+09:00,,48.6,3.5,27.6,1012.6,13.0,27.0,,25.3,2.0,2024-06-26 11:26:51+09:00,2024-06-26,11,mañana,Buena
"Actur, Zaragoza, Spain",,41,2024-06-26 23:16:55+09:00,,29.5,3.3,40.7,1009.9,17.0,17.0,,33.6,3.5,2024-06-26 16:16:55+09:00,2024-06-26,16,tarde,Buena
"Actur, Zaragoza, Spain",,51,2024-06-27 04:22:11+09:00,,42.3,9.9,28.3,1010.1,20.0,51.0,,28.7,4.0,2024-06-26 21:22:11+09:00,2024-06-26,21,noche,Moderada
"Actur, Zaragoza, Spain",,24,2024-06-27 16:26:08+09:00,,50.3,12.8,16.8,1014.5,13.0,24.0,,22.5,2.6,2024-06-27 09:26:08+09:00,2024-06-27,9,mañana,Buena
"Actur, Zaragoza, Spain",,40,2024-06-27 20:20:12+09:00,,28.5,4.5,40.4,1013.6,17.0,25.0,,29.7,1.0,2024-06-27 13:20:12+09:00,2024-06-27,13,mediodia,Buena
"Actur, Zaragoza, Spain",,45,2024-06-27 23:23:13+09:00,,25.0,4.0,44.5,1011.7,16.0,15.0,,33.3,4.3,2024-06-27 16:23:13+09:00,2024-06-27,16,tarde,Buena
"Actur, Zaragoza, Spain",,39,2024-06-28 04:18:09+09:00,,21.5,4.7,39.2,1012.6,23.0,30.0,,30.2,9.5,2024-06-27 21:18:09+09:00,2024-06-27,21,noche,Buena
"Actur, Zaragoza, Spain",,44,2024-06-28 15:22:27+09:00,,60.0,17.9,7.3,1016.1,13.0,44.0,,21.1,4.0,2024-06-28 08:22:27+09:00,2024-06-28,8,mañana,Buena
"Actur, Zaragoza, Spain",,30,2024-06-28 16:19:08+09:00,,59.5,5.1,29.7,1012.4,8.0,21.0,,20.0,1.5,2024-06-28 09:19:08+09:00,2024-06-28,9,mañana,Buena
"Actur, Zaragoza, Spain",,36,2024-06-28 18:25:14+09:00,,37.6,8.5,22.9,1015.9,30.0,36.0,,27.0,0.6,2024-06-28 11:25:14+09:00,2024-06-28,11,mañana,Buena
"Actur, Zaragoza, Spain",,44,2024-06-29 05:26:27+09:00,,32.6,3.3,39.2,1011.9,20.0,44.0,,26.6,11.3,2024-06-28 22:26:27+09:00,2024-06-28,22,noche,Buena
"Actur, Zaragoza, Spain",Aragón,32,2024-06-29 13:01:05,,52.0,3.9,32.0,1012.4,5.0,18.0,,21.8,6.0,2024-06-29 06:01:05,2024-06-29,6,mañana,Buena
"Actur, Zaragoza, Spain",,30,2024-06-29 16:19:08+09:00,,59.5,5.1,29.7,1012.4,8.0,21.0,,20.0,1.5,2024-06-29 09:19:08+09:00,2024-06-29,9,mañana,Buena
"Actur, Zaragoza, Spain",Aragón,33,2024-06-29 19:05:49,,44.0,2.5,32.9,1012.6,8.0,17.0,,25.0,9.0,2024-06-29 12:05:49,2024-06-29,12,mediodia,Buena
"Actur, Zaragoza, Spain",Aragón,24,2024-06-29 23:48:57,,49.2,4.3,23.5,1015.5,4.0,6.0,,21.6,6.6,2024-06-29 16:48:57,2024-06-29,16,tarde,Buena
"Actur, Zaragoza, Spain",Aragón,21,2024-06-30 09:04:35,,58.0,3.6,16.3,1016.1,7.0,21.0,,18.8,3.3,2024-06-30 02:04:35,2024-06-30,2,otro,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,33,2024-06-26 03:59:45+09:00,,74.8,1.9,32.9,1011.9,10.0,25.0,1.6,23.2,1.5,2024-06-25 20:59:45+09:00,2024-06-25,20,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,21,2024-06-26 14:44:50+09:00,,69.4,1.9,13.0,1012.9,6.0,21.0,1.6,20.1,0.1,2024-06-26 07:44:50+09:00,2024-06-26,7,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,18,2024-06-26 18:17:54+09:00,,57.0,1.9,18.3,1013.0,7.0,17.0,1.6,26.1,2.0,2024-06-26 11:17:54+09:00,2024-06-26,11,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,39,2024-06-26 23:42:46+09:00,,62.0,1.9,38.6,1012.4,11.0,17.0,1.6,25.9,1.7,2024-06-26 16:42:46+09:00,2024-06-26,16,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,37,2024-06-27 03:39:50+09:00,,66.7,1.9,36.6,1012.2,6.0,9.0,1.6,24.7,2.0,2024-06-26 20:39:50+09:00,2024-06-26,20,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,20,2024-06-27 11:00:51+09:00,,65.0,1.9,19.9,1012.2,5.0,17.0,1.6,21.1,0.1,2024-06-27 04:00:51+09:00,2024-06-27,4,otro,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,31,2024-06-27 20:41:49+09:00,,50.5,8.7,31.3,1013.1,20.0,21.0,3.6,28.1,6.0,2024-06-27 13:41:49+09:00,2024-06-27,13,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,42,2024-06-27 23:47:07+09:00,,40.4,2.3,41.5,1013.4,10.0,13.0,1.6,28.6,6.0,2024-06-27 16:47:07+09:00,2024-06-27,16,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,44,2024-06-28 04:04:13+09:00,,60.0,1.9,43.5,1013.6,8.0,13.0,1.6,26.1,3.0,2024-06-27 21:04:13+09:00,2024-06-27,21,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,25,2024-06-28 14:31:54+09:00,,73.0,3.7,16.3,1013.7,11.0,25.0,1.6,20.9,0.3,2024-06-28 07:31:54+09:00,2024-06-28,7,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,17,2024-06-28 16:44:10+09:00,,56.0,4.2,17.1,1011.9,4.0,13.0,1.6,23.8,2.2,2024-06-28 09:44:10+09:00,2024-06-28,9,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,23,2024-06-28 18:01:49+09:00,,57.1,3.7,23.2,1015.0,10.0,17.0,1.6,26.1,4.1,2024-06-28 11:01:49+09:00,2024-06-28,11,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,53,2024-06-29 05:40:59+09:00,,86.2,1.9,28.9,1013.4,32.0,53.0,1.6,23.3,1.0,2024-06-28 22:40:59+09:00,2024-06-28,22,noche,Moderada
"Algar de Palància, Valencia, Spain",Com_Valenciana,36,2024-06-29 12:59:57,,45.6,1.9,36.2,1011.3,4.0,13.0,1.6,28.2,5.6,2024-06-29 05:59:57,2024-06-29,5,otro,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,17,2024-06-29 16:44:10+09:00,,56.0,4.2,17.1,1011.9,4.0,13.0,1.6,23.8,2.2,2024-06-29 09:44:10+09:00,2024-06-29,9,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,35,2024-06-29 19:04:42,,37.5,1.9,35.4,1009.7,6.0,13.0,1.6,32.6,4.2,2024-06-29 12:04:42,2024-06-29,12,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,33,2024-06-29 23:47:49,,46.0,1.9,33.3,1011.8,15.0,25.0,1.6,28.4,3.0,2024-06-29 16:47:49,2024-06-29,16,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,38,2024-06-30 09:03:30,,66.7,1.9,15.9,1014.0,18.0,38.0,1.6,22.6,0.8,2024-06-30 02:03:30,2024-06-30,2,otro,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,61,2024-06-26 04:55:54+09:00,4.0,40.5,1.0,43.3,1004.8,40.0,61.0,1.6,30.8,4.5,2024-06-25 21:55:54+09:00,2024-06-25,21,noche,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,59,2024-06-26 15:38:12+09:00,4.0,78.7,1.4,27.4,1007.4,38.0,59.0,1.1,19.7,2.2,2024-06-26 08:38:12+09:00,2024-06-26,8,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,58,2024-06-26 18:30:09+09:00,4.0,76.3,2.3,22.6,1008.3,38.0,58.0,1.1,22.2,1.6,2024-06-26 11:30:09+09:00,2024-06-26,11,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,53,2024-06-26 23:43:52+09:00,4.0,59.1,0.5,28.8,1007.4,25.0,53.0,1.1,26.2,6.1,2024-06-26 16:43:52+09:00,2024-06-26,16,tarde,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,39,2024-06-27 04:33:50+09:00,4.0,67.0,0.5,35.7,1008.4,22.0,39.0,1.1,21.9,5.2,2024-06-26 21:33:50+09:00,2024-06-26,21,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,37,2024-06-27 16:13:53+09:00,4.0,85.0,1.0,23.3,1010.6,18.0,37.0,1.1,18.3,0.8,2024-06-27 09:13:53+09:00,2024-06-27,9,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,34,2024-06-27 20:19:06+09:00,4.0,65.0,0.5,22.4,1010.9,17.0,34.0,1.1,22.9,2.6,2024-06-27 13:19:06+09:00,2024-06-27,13,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,35,2024-06-27 23:46:59+09:00,4.0,51.1,0.5,33.8,1010.7,17.0,35.0,1.1,25.2,5.8,2024-06-27 16:46:59+09:00,2024-06-27,16,tarde,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,34,2024-06-28 04:06:46+09:00,4.0,54.0,0.5,32.8,1011.5,15.0,34.0,1.1,23.8,4.0,2024-06-27 21:06:46+09:00,2024-06-27,21,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,29,2024-06-28 16:04:48+09:00,4.0,82.0,5.5,17.8,1013.9,14.0,29.0,1.1,18.8,1.0,2024-06-28 09:04:48+09:00,2024-06-28,9,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,66,2024-06-28 16:57:11+09:00,4.0,81.3,0.5,23.8,1016.2,14.0,66.0,1.1,20.2,4.1,2024-06-28 09:57:11+09:00,2024-06-28,9,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,30,2024-06-28 18:35:19+09:00,4.0,70.2,3.2,15.3,1014.3,14.0,30.0,1.1,22.1,3.8,2024-06-28 11:35:19+09:00,2024-06-28,11,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,65,2024-06-29 05:34:00+09:00,4.0,76.0,0.5,38.2,1015.4,13.0,65.0,1.1,21.1,4.2,2024-06-28 22:34:00+09:00,2024-06-28,22,noche,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,63,2024-06-29 12:59:21,4.0,76.3,0.5,24.8,1016.6,13.0,63.0,1.1,21.1,5.8,2024-06-29 05:59:21,2024-06-29,5,otro,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,66,2024-06-29 16:57:11+09:00,4.0,81.3,0.5,23.8,1016.2,14.0,66.0,1.1,20.2,4.1,2024-06-29 09:57:11+09:00,2024-06-29,9,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,44,2024-06-29 19:04:07,4.0,66.5,3.7,30.1,1014.5,12.0,44.0,1.1,24.0,3.0,2024-06-29 12:04:07,2024-06-29,12,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,31,2024-06-29 23:47:15,4.0,76.5,1.9,31.4,1014.6,12.0,52.0,1.1,21.1,2.5,2024-06-29 16:47:15,2024-06-29,16,tarde,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,30,2024-06-30 09:02:54,4.0,88.7,3.2,12.8,1014.9,12.0,30.0,1.1,17.6,0.7,2024-06-30 02:02:54,2024-06-30,2,otro,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,34,2024-06-26 04:40:59+09:00,,88.0,5.1,,1010.0,15.0,34.0,,22.0,3.0,2024-06-25 21:40:59+09:00,2024-06-25,21,noche,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,42,2024-06-26 15:42:42+09:00,,96.5,3.7,,1009.5,16.0,42.0,,19.5,1.8,2024-06-26 08:42:42+09:00,2024-06-26,8,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,50,2024-06-26 18:45:23+09:00,,83.0,5.1,,1010.5,18.0,50.0,,23.5,3.0,2024-06-26 11:45:23+09:00,2024-06-26,11,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,46,2024-06-26 23:40:52+09:00,,73.0,9.6,,1009.0,30.0,46.0,,25.5,5.1,2024-06-26 16:40:52+09:00,2024-06-26,16,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,53,2024-06-27 03:45:15+09:00,,83.0,4.6,,1011.5,17.0,53.0,,22.0,3.8,2024-06-26 20:45:15+09:00,2024-06-26,20,noche,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,38,2024-06-27 14:42:42+09:00,,96.5,2.3,,1013.0,12.0,38.0,,18.5,1.2,2024-06-27 07:42:42+09:00,2024-06-27,7,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 20:40:54+09:00,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27 13:40:54+09:00,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 20:40:54+09:00,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27 13:40:54+09:00,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 20:40:54+09:00,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27 13:40:54+09:00,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 20:40:54+09:00,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27 13:40:54+09:00,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,13,2024-06-28 16:47:15+09:00,,100.0,2.8,,1014.0,13.0,70.0,,17.0,4.3,2024-06-28 09:47:15+09:00,2024-06-28,9,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-28 18:45:14+09:00,,93.0,7.8,,1018.0,32.0,70.0,,20.0,1.0,2024-06-28 11:45:14+09:00,2024-06-28,11,mañana,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,-,2024-06-29 05:46:13+09:00,,100.0,3.7,,1016.0,2.0,70.0,,19.0,2.0,2024-06-28 22:46:13+09:00,2024-06-28,22,noche,-
"Alonsotegi, País Vasco, Spain",Pais_Vasco,5,2024-06-29 12:59:18,,96.5,4.6,,1015.0,5.0,70.0,,16.5,2.0,2024-06-29 05:59:18,2024-06-29,5,otro,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,13,2024-06-29 16:47:15+09:00,,100.0,2.8,,1014.0,13.0,70.0,,17.0,4.3,2024-06-29 09:47:15+09:00,2024-06-29,9,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,7,2024-06-29 19:04:02,,82.0,2.3,,1015.0,7.0,70.0,,18.0,3.6,2024-06-29 12:04:02,2024-06-29,12,mediodia,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,3,2024-06-29 23:47:10,,88.0,2.8,,1016.0,3.0,70.0,,17.0,0.7,2024-06-29 16:47:10,2024-06-29,16,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,9,2024-06-30 09:02:50,,90.5,1.9,,1016.0,9.0,70.0,,16.5,1.8,2024-06-30 02:02:50,2024-06-30,2,otro,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,33,2024-06-26 05:28:57+09:00,,77.0,7.4,32.5,1012.0,16.0,,0.6,18.0,4.6,2024-06-25 22:28:57+09:00,2024-06-25,22,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,12,2024-06-26 15:36:58+09:00,,82.0,4.6,8.6,1012.0,12.0,,1.1,17.0,3.6,2024-06-26 08:36:58+09:00,2024-06-26,8,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,12,2024-06-26 18:17:53+09:00,,73.0,4.6,11.4,1012.0,12.0,,0.6,23.0,2.5,2024-06-26 11:17:53+09:00,2024-06-26,11,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,38,2024-06-26 23:42:46+09:00,,45.0,6.9,37.8,1012.0,21.0,,1.1,28.5,6.4,2024-06-26 16:42:46+09:00,2024-06-26,16,tarde,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,41,2024-06-27 04:35:54+09:00,,93.0,3.2,40.7,1014.0,26.0,,1.6,17.0,2.5,2024-06-26 21:35:54+09:00,2024-06-26,21,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,15,2024-06-27 15:43:59+09:00,,93.0,3.7,12.6,1015.5,15.0,,1.1,16.0,1.2,2024-06-27 08:43:59+09:00,2024-06-27,8,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,26,2024-06-27 20:41:51+09:00,,68.5,6.0,31.7,1016.0,26.0,,2.1,23.0,5.9,2024-06-27 13:41:51+09:00,2024-06-27,13,mediodia,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,37,2024-06-27 23:47:00+09:00,,54.0,7.8,37.0,1015.0,18.0,,0.6,27.0,6.6,2024-06-27 16:47:00+09:00,2024-06-27,16,tarde,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,35,2024-06-28 04:41:10+09:00,,77.0,7.8,34.6,1016.0,33.0,,0.6,20.5,6.1,2024-06-27 21:41:10+09:00,2024-06-27,21,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,23,2024-06-28 15:55:50+09:00,,93.0,6.4,22.8,1018.0,22.0,,0.6,15.0,6.1,2024-06-28 08:55:50+09:00,2024-06-28,8,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,29,2024-06-28 16:44:10+09:00,,93.0,1.9,28.5,1014.5,7.0,,0.6,14.0,3.3,2024-06-28 09:44:10+09:00,2024-06-28,9,mañana,Buena
