names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind
Madrid,Madrid,50,2024-06-30 17:16:19,0.1,47.6,2.3,34.2,1017.2,18.0,50.0,1.6,23.8,4.6
"Castellana, Madrid, Spain",Madrid,50,2024-06-30 17:16:19,,44.5,2.3,,1017.2,18.0,50.0,,23.6,4.0
"Sanchinarro, Madrid, Spain",Madrid,42,2024-06-30 17:16:19,,44.7,1.4,,1014.7,12.0,42.0,,24.5,2.7
"Casa De Campo, Madrid, Spain",Madrid,37,2024-06-30 17:16:19,,44.5,1.0,37.4,1017.2,3.0,5.0,,23.6,4.0
"Escuelas Aguirre, Madrid, Spain",Madrid,34,2024-06-30 17:16:19,0.1,44.5,2.8,34.2,1017.2,10.0,21.0,1.6,23.6,4.0
"Mendez Alvaro, Madrid, Spain",Madrid,25,2024-06-30 17:16:19,,47.6,1.0,,1015.8,8.0,25.0,,23.8,4.6
"Plaza Elíptica, Madrid, Spain",Madrid,25,2024-06-30 17:16:19,0.1,41.0,4.2,,1016.0,10.0,25.0,,25.0,2.8
"Plaza De Castilla, Madrid, Spain",Madrid,21,2024-06-30 17:16:19,,44.5,4.6,,1017.2,10.0,21.0,,23.6,4.0
"Cuatro Caminos, Madrid, Spain",Madrid,17,2024-06-30 17:16:19,,44.5,1.9,,1017.2,9.0,17.0,,23.6,4.0
"Fernandez Ladreda, Madrid, Spain",Madrid,5,2024-06-30 17:16:19,,41.0,4.2,,1016.0,3.0,5.0,,25.0,2.8
"Media  Red, Madrid, Spain",Madrid,-,2024-06-30 17:16:19,,88.0,,,1025.9,,,,7.7,1.7
"el atazar, Madrid, Spain",Madrid,40,2024-06-30 17:16:19,,54.7,1.4,39.8,1017.2,8.0,34.0,1.1,22.9,0.4
"algete, Madrid, Spain",Madrid,40,2024-06-30 17:16:19,,51.1,3.2,40.3,1014.9,,17.0,,24.5,3.6
"alcorcón, Madrid, Spain",Madrid,32,2024-06-30 17:16:19,,41.0,1.0,31.7,1016.0,,25.0,,25.0,2.8
"valdemoro, Madrid, Spain",Madrid,35,2024-06-30 17:16:19,,39.0,1.0,34.6,1016.0,,13.0,,26.0,2.5
"torrejon de ardoz, Madrid, Spain",Madrid,37,2024-06-30 17:16:19,,42.5,1.9,37.0,1015.0,8.0,9.0,,25.5,1.8
"villa del prado, Madrid, Spain",Madrid,35,2024-06-30 17:16:19,,41.0,0.5,34.6,1016.0,10.0,17.0,1.1,25.0,2.8
"collado villalba, Madrid, Spain",Madrid,61,2024-06-30 17:16:19,,52.3,1.9,30.9,1015.6,,61.0,0.6,22.4,0.2
"villarejo de salvanes, Madrid, Spain",Madrid,35,2024-06-30 17:16:19,,49.0,1.9,34.6,1018.4,,9.0,,25.1,2.7
"Lezcano, Canarias, Spain",Canarias,38,2024-06-30 17:16:19,0.1,60.3,2.8,37.8,1012.5,22.0,25.0,2.1,24.8,15.4
"Jinamar fase 3, Canarias, Spain",Canarias,37,2024-06-30 17:16:19,0.1,60.3,2.8,36.6,1012.5,14.0,13.0,2.1,24.8,15.4
"La Loma-Telde, Canarias, Spain",Canarias,36,2024-06-30 17:16:19,0.1,60.3,2.8,36.2,1012.5,27.0,13.0,2.6,24.8,15.4
"San Nicolas, Canarias, Spain",Canarias,35,2024-06-30 17:16:19,0.1,60.3,1.0,35.0,1012.5,10.0,25.0,0.6,24.8,15.4
"Mercado Central, Canarias, Spain",Canarias,34,2024-06-30 17:16:19,0.1,60.3,2.3,32.1,1012.5,15.0,34.0,0.6,24.8,15.4
"Nestor Alamo, Canarias, Spain",Canarias,33,2024-06-30 17:16:19,0.1,60.3,6.4,32.5,1012.5,15.0,30.0,0.6,24.8,15.4
"Barcelona (Parc Vall d'Hebrón), Catalunya, Spain",Catalunya,29,2024-06-30 17:16:19,0.1,73.0,1.4,28.5,1016.6,14.0,25.0,0.6,23.8,0.3
"Barcelona, Catalunya, Spain",Catalunya,29,2024-06-30 17:16:19,0.1,73.0,1.4,28.9,1016.6,12.0,25.0,0.6,23.8,0.5
"Barcelona (Palau Reial), Catalunya, Spain",Catalunya,27,2024-06-30 17:16:19,0.1,73.0,4.6,27.3,1016.6,11.0,25.0,1.1,23.8,0.3
"l'Hospitalet de Llobregat, Catalunya, Spain",Catalunya,27,2024-06-30 17:16:19,0.1,73.0,8.7,27.3,1016.6,19.0,25.0,1.1,23.8,0.3
"Montcada i Reixac (Can Sant Joan), Catalunya, Spain",Catalunya,27,2024-06-30 17:16:19,0.1,72.6,1.9,26.9,1015.0,10.0,,2.6,24.5,6.6
"Barcelona (Eixample), Catalunya, Spain",Catalunya,26,2024-06-30 17:16:19,0.1,77.0,3.7,26.4,1014.1,14.0,25.0,1.6,24.0,
"Barcelona (Gràcia-St.Gervasi), Catalunya, Spain",Catalunya,26,2024-06-30 17:16:19,0.1,73.0,3.2,26.0,1016.6,14.0,25.0,0.6,23.8,0.3
"Sant Adrià de Besòs, Catalunya, Spain",Catalunya,26,2024-06-30 17:16:19,,72.3,1.0,26.0,1015.7,16.0,,,24.4,5.0
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,17,2024-06-30 17:16:19,0.1,77.0,1.4,25.0,1014.1,17.0,,,24.0,
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-30 17:16:19,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1
"Mazarredo, Bilbao, País Vasco, Spain",Pais_Vasco,34,2024-06-30 17:16:19,0.1,60.0,3.2,,1017.5,12.0,34.0,1.1,23.0,3.0
"Erandio, País Vasco, Spain",Pais_Vasco,34,2024-06-30 17:16:19,0.1,68.3,3.7,,1017.9,11.0,34.0,0.6,21.6,2.0
"Baracaldo, Barakaldo, País Vasco, Spain",Pais_Vasco,34,2024-06-30 17:16:19,0.1,68.3,8.7,,1017.9,22.0,34.0,1.1,21.6,2.0
"Europa, Bilbao, País Vasco, Spain",Pais_Vasco,29,2024-06-30 17:16:19,,60.0,1.9,28.9,1017.5,10.0,25.0,2.1,23.0,3.0
"Arraiz, Bilbao, País Vasco, Spain",Pais_Vasco,28,2024-06-30 17:16:19,,60.0,4.6,27.7,1017.5,12.0,,4.6,23.0,3.0
"Castrejana, Barakaldo, País Vasco, Spain",Pais_Vasco,26,2024-06-30 17:16:19,,60.0,3.7,26.4,1017.5,15.0,,,23.0,3.0
"Basauri, País Vasco, Spain",Pais_Vasco,25,2024-06-30 17:16:19,,49.0,2.3,,1017.2,10.0,25.0,1.6,21.4,6.6
"Sangroniz, Sondika, País Vasco, Spain",Pais_Vasco,17,2024-06-30 17:16:19,,60.0,1.9,,1017.5,15.0,17.0,,23.0,3.0
"Alonsotegi, País Vasco, Spain",Pais_Vasco,17,2024-06-30 17:16:19,,60.0,4.2,,1017.5,17.0,70.0,,23.0,3.0
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-30 17:16:19,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1
"Torneo, Sevilla, Spain",Andalucia,36,2024-06-30 17:16:19,4.0,46.5,4.2,15.8,1012.9,13.0,36.0,2.1,28.8,3.5
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,25,2024-06-30 17:16:19,4.0,45.2,1.0,25.0,1012.7,13.0,36.0,1.6,28.6,2.4
"Ranilla, Sevilla, Spain",Andalucia,23,2024-06-30 17:16:19,4.0,46.0,6.0,22.5,1012.1,7.0,22.0,2.1,29.3,3.0
"Santa Clara, Sevilla, Spain",Andalucia,23,2024-06-30 17:16:19,4.0,46.0,1.9,22.5,1012.2,7.0,22.0,2.1,29.2,3.0
"Bermejales, Sevilla, Spain",Andalucia,22,2024-06-30 17:16:19,4.0,46.0,2.3,17.8,1012.1,8.0,22.0,1.1,29.3,3.0
"Principes, Sevilla, Spain",Andalucia,12,2024-06-30 17:16:19,4.0,46.5,1.4,15.8,1012.9,12.0,36.0,3.1,28.8,3.5
"Carvajal - Sevillana, Bogota, Colombia",Andalucia,33,2024-06-30 17:16:19,4.6,63.0,7.5,5.5,1029.0,33.0,25.0,0.4,20.1,1.5
"Lope de Vega, Vigo, Galicia, Spain",Galicia,38,2024-06-30 17:16:19,1.0,75.0,2.4,17.4,1014.7,7.0,38.0,0.7,19.8,4.4
"Coia, Vigo, Galicia, Spain",Galicia,21,2024-06-30 17:16:19,1.0,75.0,4.0,20.3,1014.7,12.0,21.0,1.5,19.8,4.4
"Estación 1, Este, Galicia, Spain",Galicia,19,2024-06-30 17:16:19,1.0,75.0,1.1,19.2,1014.7,10.0,9.0,0.6,19.8,4.4
Worcester Summer St,Galicia,26,2024-06-30 17:16:19,2.3,86.2,1.0,26.4,1011.3,10.0,26.0,0.3,27.0,2.7
"Tualatin I-5 Roadway, Oregon, USA",Galicia,16,2024-06-30 17:16:19,0.5,77.0,4.4,4.1,1019.7,,16.0,,17.8,1.1
"Portland, Oregon, USA",Galicia,13,2024-06-30 17:16:19,0.1,86.0,2.6,0.1,1019.3,,13.0,0.6,17.7,
"Sensor Box 5, Oregon, USA",Galicia,12,2024-06-30 17:16:19,0.8,85.0,2.3,6.3,29.62,,12.0,0.7,17.7,1.5
"Portland Postal Bldg., Oregon, USA",Galicia,13,2024-06-30 17:16:19,1.6,92.0,6.1,12.6,,,,0.1,-72.8,
"Avignon Rocade CDG, PACA, France",Galicia,40,2024-06-30 17:16:19,,42.0,12.6,,1013.0,10.0,40.0,,30.0,2.5
"Avignon Mairie, PACA, France",Galicia,35,2024-06-30 17:16:19,,54.0,2.5,35.4,1013.0,6.0,13.0,,30.0,2.0
"Le Pontet, PACA, France",Galicia,13,2024-06-30 17:16:19,,45.0,1.5,3.0,1013.0,18.0,13.0,,30.0,2.0
"Avignon_semard, PACA, France",Galicia,33,2024-06-30 17:16:19,,57.0,5.4,19.4,1030.0,7.0,33.0,,11.0,3.0
"Avenue Des Champs Elysees, Paris",Galicia,37,2024-06-30 17:16:19,,50.1,8.7,,1015.8,,37.0,,23.0,3.0
"Paris Stade Lenglen, Paris",Galicia,14,2024-06-30 17:16:19,,59.0,3.8,,1019.5,14.0,,,18.3,3.0
"Place Victor Basch, Paris",Galicia,27,2024-06-30 17:16:19,,74.2,16.4,,1025.1,27.0,,,-1.9,0.2
"Boulevard Peripherique Auteuil, Paris",Galicia,-,2024-06-30 17:16:19,0.1,72.0,1.9,22.0,1037.4,20.0,,0.6,6.1,1.0
"Torre Hércules, A Coruña, Galicia, Spain",Galicia,42,2024-06-30 17:16:19,1.0,90.5,0.5,22.5,1015.4,14.0,42.0,0.6,17.5,6.0
"Riazor, A Coruña, Galicia, Spain",Galicia,20,2024-06-30 17:16:19,1.0,90.5,1.8,19.5,1015.4,9.0,18.0,0.6,17.5,6.0
"A Grela (C), Galicia, Spain",Galicia,20,2024-06-30 17:16:19,1.0,90.5,1.1,19.5,1015.4,7.0,8.0,2.6,17.5,6.0
"Parque da Cega, Galicia, Spain",Galicia,20,2024-06-30 17:16:19,1.0,89.7,0.8,19.5,1017.5,3.0,11.0,0.6,17.7,2.2
"Molí del Sol, València, Valencia, Spain",Com_Valenciana,46,2024-06-30 17:16:19,,77.2,5.1,37.0,1015.7,12.0,46.0,1.6,26.5,8.7
"Politècnic, València, Valencia, Spain",Com_Valenciana,46,2024-06-30 17:16:19,,77.2,2.8,42.7,1015.7,18.0,46.0,1.6,26.5,8.7
"Pista de Silla, València, Valencia, Spain",Com_Valenciana,42,2024-06-30 17:16:19,,73.7,2.8,38.6,,23.0,42.0,1.6,27.7,7.5
"Quart de Poblet, Valencia, Spain",Com_Valenciana,37,2024-06-30 17:16:19,,60.0,1.0,37.4,1012.0,10.0,30.0,2.1,29.0,6.1
"Avd. Francia, València, Valencia, Spain",Com_Valenciana,13,2024-06-30 17:16:19,,76.0,2.8,57.8,1013.9,3.0,13.0,1.6,26.4,9.0
"Santa Clarita-Placerita, Los Angeles",Com_Valenciana,36,2024-06-30 17:16:19,2.3,69.0,7.8,20.8,1015.1,,36.0,,18.8,0.1
"A7 Valence Est, France",Com_Valenciana,20,2024-06-30 17:16:19,,81.5,8.4,,1012.5,20.0,,,20.5,1.0
"Valence Sud, France",Com_Valenciana,20,2024-06-30 17:16:19,,81.5,3.7,19.6,1012.5,,,,20.5,1.0
"Valence Urbain Centre, France",Com_Valenciana,5,2024-06-30 17:16:19,,69.5,3.7,19.4,1013.5,20.0,5.0,,23.4,2.7
"A7 Valence, France",Com_Valenciana,-,2024-06-30 17:16:19,,73.5,,,1024.8,,,,4.9,1.0
"Elda, Valencia, Spain",Com_Valenciana,44,2024-06-30 17:16:19,,63.2,1.4,44.3,999.4,3.0,9.0,2.1,28.6,4.0
"Viver, Valencia, Spain",Com_Valenciana,39,2024-06-30 17:16:19,,68.6,3.2,39.0,1013.8,11.0,25.0,1.6,27.6,3.6
"Buñol, Valencia, Spain",Com_Valenciana,47,2024-06-30 17:16:19,,56.5,1.9,47.2,1015.4,7.0,21.0,1.6,28.6,11.2
"Burriana, Valencia, Spain",Com_Valenciana,40,2024-06-30 17:16:19,,68.6,1.9,40.3,1013.8,9.0,25.0,1.6,27.6,3.6
"L'Alcora, Valencia, Spain",Com_Valenciana,35,2024-06-30 17:16:19,,68.6,1.9,35.0,1013.8,14.0,21.0,1.6,27.6,3.6
"Benigánim, Valencia, Spain",Com_Valenciana,45,2024-06-30 17:16:19,,39.3,4.6,44.7,1010.4,,,,33.3,2.6
"Benicassim, Valencia, Spain",Com_Valenciana,28,2024-06-30 17:16:19,,62.4,2.8,27.7,1013.4,3.0,9.0,1.6,24.1,0.8
"CEA, Sagunt, Valencia, Spain",Com_Valenciana,40,2024-06-30 17:16:19,,73.0,1.9,39.8,1010.3,9.0,25.0,2.6,27.2,6.6
"Algar de Palància, Valencia, Spain",Com_Valenciana,42,2024-06-30 17:16:19,,68.6,1.9,38.2,1013.8,20.0,42.0,1.6,27.6,3.6
"Rabassa, Alacant, Valencia, Spain",Com_Valenciana,40,2024-06-30 17:16:19,,57.5,2.8,39.8,1012.5,6.0,5.0,1.6,27.5,4.1
