names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind
Madrid,Madrid,35,2024-06-28 12:19:06,0.1,49.6,7.4,34.6,1016.4,16.0,25.0,1.6,23.8,4.7
"Casa De Campo, Madrid, Spain",Madrid,41,2024-06-28 12:19:06,,46.2,4.2,40.7,1016.4,19.0,17.0,,23.6,4.7
"Escuelas Aguirre, Madrid, Spain",Madrid,35,2024-06-28 12:19:06,0.1,46.2,7.4,34.6,1016.4,24.0,25.0,1.6,23.6,4.7
"Cuatro Caminos, Madrid, Spain",Madrid,34,2024-06-28 12:19:06,,46.2,6.0,,1016.4,21.0,34.0,,23.6,4.7
"Plaza De Castilla, Madrid, Spain",Madrid,30,2024-06-28 12:19:06,,46.2,5.1,,1016.4,20.0,30.0,,23.6,4.7
"Castellana, Madrid, Spain",Madrid,25,2024-06-28 12:19:06,,46.2,7.4,,1016.4,16.0,25.0,,23.6,4.7
"Sanchinarro, Madrid, Spain",Madrid,25,2024-06-28 12:19:06,,46.2,9.6,,1014.0,20.0,25.0,,23.8,3.0
"Mendez Alvaro, Madrid, Spain",Madrid,21,2024-06-28 12:19:06,,49.6,3.7,,1015.0,18.0,21.0,,23.8,4.5
"Plaza Elíptica, Madrid, Spain",Madrid,18,2024-06-28 12:19:06,0.1,48.5,9.6,,1015.0,18.0,5.0,,24.5,2.5
"Fernandez Ladreda, Madrid, Spain",Madrid,14,2024-06-28 12:19:06,,51.0,18.8,,1015.5,14.0,13.0,,23.0,3.3
"Media  Red, Madrid, Spain",Madrid,-,2024-06-28 12:19:06,,88.0,,,1025.9,,,,7.7,1.7
"el atazar, Madrid, Spain",Madrid,59,2024-06-28 12:19:06,,50.4,1.0,30.9,1016.9,38.0,59.0,1.1,23.5,0.3
"algete, Madrid, Spain",Madrid,57,2024-06-28 12:19:06,,46.3,3.7,29.7,1013.1,,57.0,,23.4,1.7
"alcorcón, Madrid, Spain",Madrid,50,2024-06-28 12:19:06,,51.0,11.0,26.0,1015.5,,50.0,,23.0,3.3
"valdemoro, Madrid, Spain",Madrid,34,2024-06-28 12:19:06,,53.0,10.1,26.9,1015.0,,34.0,,23.5,3.6
"torrejon de ardoz, Madrid, Spain",Madrid,42,2024-06-28 12:19:06,,38.0,17.9,14.3,1015.0,26.0,42.0,,24.0,1.0
"villa del prado, Madrid, Spain",Madrid,38,2024-06-28 12:19:06,,60.0,2.8,29.7,1010.1,20.0,38.0,1.1,21.6,1.0
"collado villalba, Madrid, Spain",Madrid,61,2024-06-28 12:19:06,,54.5,21.1,9.8,1012.8,,61.0,0.6,21.9,0.5
"villarejo de salvanes, Madrid, Spain",Madrid,34,2024-06-28 12:19:06,,48.3,3.2,32.9,1018.5,,34.0,,24.0,3.3
"Mercado Central, Canarias, Spain",Canarias,38,2024-06-28 12:19:06,0.1,52.8,7.4,25.6,1014.8,22.0,38.0,0.6,23.8,9.2
