names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind
Madrid,Madrid,15,2024-07-01 10:23:39,0.1,63.0,9.6,15.1,1020.5,4.0,9.0,1.6,21.1,4.0
"Escuelas Aguirre, Madrid, Spain",Madrid,46,2024-07-01 10:23:39,0.1,59.0,15.6,15.1,1020.5,19.0,46.0,1.6,21.1,1.0
"Plaza Elíptica, Madrid, Spain",Madrid,42,2024-07-01 10:23:39,0.1,58.0,16.5,,1019.0,15.0,42.0,,20.5,1.8
"Sanchinarro, Madrid, Spain",Madrid,42,2024-07-01 10:23:39,,59.0,10.1,,1018.0,16.0,42.0,,21.6,1.0
"Mendez Alvaro, Madrid, Spain",Madrid,34,2024-07-01 10:23:39,,63.0,12.4,,1018.9,16.0,34.0,,20.8,4.0
"Cuatro Caminos, Madrid, Spain",Madrid,21,2024-07-01 10:23:39,,59.0,12.8,,1020.5,10.0,21.0,,21.1,1.0
"Fernandez Ladreda, Madrid, Spain",Madrid,21,2024-07-01 10:23:39,,74.5,8.3,,1017.5,8.0,21.0,,16.5,1.0
"Casa De Campo, Madrid, Spain",Madrid,17,2024-07-01 10:23:39,,59.0,7.8,15.9,1020.5,10.0,17.0,,21.1,1.0
"Plaza De Castilla, Madrid, Spain",Madrid,13,2024-07-01 10:23:39,,59.0,11.5,,1020.5,11.0,13.0,,21.1,1.0
"Castellana, Madrid, Spain",Madrid,9,2024-07-01 10:23:39,,59.0,9.6,,1020.5,4.0,9.0,,21.1,1.0
"Media  Red, Madrid, Spain",Madrid,-,2024-07-01 10:23:39,,88.0,,,1025.9,,,,7.7,1.7
"el atazar, Madrid, Spain",Madrid,30,2024-07-01 10:23:39,,76.0,1.0,26.9,1019.2,11.0,30.0,1.1,15.2,1.4
"algete, Madrid, Spain",Madrid,30,2024-07-01 10:23:39,,78.0,1.4,25.6,1016.5,,30.0,,16.1,0.4
"alcorcón, Madrid, Spain",Madrid,63,2024-07-01 10:23:39,,77.0,5.5,18.7,1017.0,,63.0,,16.0,0.5
"valdemoro, Madrid, Spain",Madrid,42,2024-07-01 10:23:39,,76.0,9.2,13.0,1017.0,,42.0,,15.0,0.5
"torrejon de ardoz, Madrid, Spain",Madrid,34,2024-07-01 10:23:39,,79.5,5.5,15.9,1017.0,15.0,34.0,,15.5,2.0
"villa del prado, Madrid, Spain",Madrid,15,2024-07-01 10:23:39,,74.5,1.9,14.7,1017.5,8.0,13.0,1.1,16.5,1.0
"collado villalba, Madrid, Spain",Madrid,21,2024-07-01 10:23:39,,83.6,6.0,17.5,1017.1,,21.0,0.6,13.8,0.2
"villarejo de salvanes, Madrid, Spain",Madrid,30,2024-07-01 10:23:39,,78.6,3.2,19.5,1019.9,,30.0,,16.6,3.6
"La Loma-Telde, Canarias, Spain",Canarias,22,2024-07-01 10:23:39,0.1,83.4,2.8,22.4,1012.7,18.0,13.0,3.1,20.2,10.2
"Lezcano, Canarias, Spain",Canarias,14,2024-07-01 10:23:39,0.1,76.5,4.6,13.5,1013.4,10.0,5.0,2.1,21.5,11.3
"Mercado Central, Canarias, Spain",Canarias,13,2024-07-01 10:23:39,0.1,76.5,6.9,10.2,1013.4,9.0,13.0,0.6,21.5,11.3
"San Nicolas, Canarias, Spain",Canarias,11,2024-07-01 10:23:39,0.1,76.5,3.7,11.4,1013.4,3.0,5.0,0.6,21.5,11.3
"Nestor Alamo, Canarias, Spain",Canarias,11,2024-07-01 10:23:39,0.1,76.5,7.4,11.0,1013.4,3.0,5.0,0.6,21.5,11.3
"Jinamar fase 3, Canarias, Spain",Canarias,10,2024-07-01 10:23:39,0.1,76.5,6.4,10.2,1013.4,4.0,5.0,2.1,21.5,11.3
"Barcelona (Eixample), Catalunya, Spain",Catalunya,30,2024-07-01 10:23:39,0.1,85.0,25.2,17.9,1014.8,13.0,30.0,1.1,21.1,
"Barcelona (Palau Reial), Catalunya, Spain",Catalunya,30,2024-07-01 10:23:39,0.1,87.0,11.0,24.8,1017.4,12.0,30.0,1.1,18.0,0.5
"Barcelona, Catalunya, Spain",Catalunya,30,2024-07-01 10:23:39,0.1,87.0,2.8,29.7,1017.4,13.0,30.0,0.6,18.0,0.5
"l'Hospitalet de Llobregat, Catalunya, Spain",Catalunya,30,2024-07-01 10:23:39,0.1,87.0,16.0,24.8,1017.4,19.0,30.0,1.1,18.0,0.5
"Barcelona (Gràcia-St.Gervasi), Catalunya, Spain",Catalunya,30,2024-07-01 10:23:39,0.1,87.0,19.7,21.6,1017.4,13.0,30.0,0.6,18.0,0.5
"Barcelona (Parc Vall d'Hebrón), Catalunya, Spain",Catalunya,22,2024-07-01 10:23:39,0.1,87.0,12.8,22.0,1017.4,13.0,25.0,0.6,18.0,0.5
