names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind
Madrid,Madrid,34,2024-06-29 23:49:03,0.1,67.6,5.1,34.2,1017.2,11.0,34.0,1.6,19.8,6.3
"Plaza De Castilla, Madrid, Spain",Madrid,42,2024-06-29 23:49:03,,65.6,5.5,,1017.2,15.0,42.0,,19.4,2.0
"Casa De Campo, Madrid, Spain",Madrid,40,2024-06-29 23:49:03,,65.6,1.4,39.8,1017.2,6.0,13.0,,19.4,2.0
"Fernandez Ladreda, Madrid, Spain",Madrid,38,2024-06-29 23:49:03,,64.0,6.4,,1016.0,13.0,38.0,,20.0,4.6
"Escuelas Aguirre, Madrid, Spain",Madrid,34,2024-06-29 23:49:03,0.1,65.6,4.6,34.2,1017.2,13.0,21.0,1.6,19.4,2.0
"Castellana, Madrid, Spain",Madrid,34,2024-06-29 23:49:03,,65.6,5.1,,1017.2,11.0,34.0,,19.4,2.0
"Plaza Elíptica, Madrid, Spain",Madrid,21,2024-06-29 23:49:03,0.1,68.0,9.6,,1016.0,9.0,21.0,,19.0,4.6
"Mendez Alvaro, Madrid, Spain",Madrid,17,2024-06-29 23:49:03,,67.6,2.3,,1015.9,10.0,17.0,,19.8,6.3
"Cuatro Caminos, Madrid, Spain",Madrid,17,2024-06-29 23:49:03,,65.6,4.2,,1017.2,9.0,17.0,,19.4,2.0
"Sanchinarro, Madrid, Spain",Madrid,9,2024-06-29 23:49:03,,67.6,2.3,,1015.0,3.0,9.0,,19.4,4.0
"Media  Red, Madrid, Spain",Madrid,-,2024-06-29 23:49:03,,88.0,,,1025.9,,,,7.7,1.7
"el atazar, Madrid, Spain",Madrid,26,2024-06-29 23:49:03,,88.0,1.4,25.6,1016.7,11.0,25.0,0.6,17.4,0.3
"algete, Madrid, Spain",Madrid,40,2024-06-29 23:49:03,,68.1,2.3,39.8,1014.8,,38.0,,20.5,6.1
"alcorcón, Madrid, Spain",Madrid,35,2024-06-29 23:49:03,,64.0,2.3,35.4,1016.0,,34.0,,20.0,4.6
"valdemoro, Madrid, Spain",Madrid,37,2024-06-29 23:49:03,,60.0,1.4,37.0,1015.0,,21.0,,22.0,4.6
"torrejon de ardoz, Madrid, Spain",Madrid,36,2024-06-29 23:49:03,,60.0,3.2,36.2,1015.0,9.0,21.0,,21.0,4.1
"villa del prado, Madrid, Spain",Madrid,40,2024-06-29 23:49:03,,64.0,0.5,40.3,1016.0,8.0,13.0,1.1,20.0,4.6
"collado villalba, Madrid, Spain",Madrid,34,2024-06-29 23:49:03,,79.0,4.6,24.8,1015.1,,34.0,0.6,17.7,0.2
"villarejo de salvanes, Madrid, Spain",Madrid,35,2024-06-29 23:49:03,,64.0,2.8,35.4,1017.5,,17.0,,21.6,4.3
"Jinamar fase 3, Canarias, Spain",Canarias,22,2024-06-29 23:49:03,0.1,77.1,2.8,21.6,1012.9,6.0,5.0,2.1,22.1,12.3
"Lezcano, Canarias, Spain",Canarias,22,2024-06-29 23:49:03,0.1,77.1,2.8,22.4,1012.9,7.0,13.0,2.1,22.1,12.3
"San Nicolas, Canarias, Spain",Canarias,18,2024-06-29 23:49:03,0.1,77.1,2.8,17.9,1012.9,7.0,13.0,0.6,22.1,12.3
"Nestor Alamo, Canarias, Spain",Canarias,18,2024-06-29 23:49:03,0.1,77.1,6.4,17.9,1012.9,8.0,13.0,0.6,22.1,12.3
"La Loma-Telde, Canarias, Spain",Canarias,18,2024-06-29 23:49:03,0.1,77.1,2.8,18.3,1012.9,13.0,5.0,2.6,22.1,12.3
"Mercado Central, Canarias, Spain",Canarias,17,2024-06-29 23:49:03,0.1,77.1,4.6,17.1,1012.9,10.0,17.0,0.6,22.1,12.3
"Barcelona, Catalunya, Spain",Catalunya,46,2024-06-29 23:49:03,0.1,64.0,1.0,45.5,1014.2,10.0,25.0,0.6,22.7,0.2
"Barcelona (Palau Reial), Catalunya, Spain",Catalunya,44,2024-06-29 23:49:03,0.1,64.0,4.6,43.9,1014.2,12.0,25.0,1.1,22.7,0.2
"l'Hospitalet de Llobregat, Catalunya, Spain",Catalunya,44,2024-06-29 23:49:03,0.1,64.0,9.6,43.9,1014.2,19.0,25.0,1.1,22.7,0.2
"Barcelona (Parc Vall d'Hebrón), Catalunya, Spain",Catalunya,43,2024-06-29 23:49:03,0.1,64.0,3.2,42.7,1014.2,14.0,25.0,0.6,22.7,0.2
"Sant Adrià de Besòs, Catalunya, Spain",Catalunya,41,2024-06-29 23:49:03,,60.0,9.2,40.7,1013.0,16.0,,,25.5,2.0
"Montcada i Reixac (Can Sant Joan), Catalunya, Spain",Catalunya,40,2024-06-29 23:49:03,0.1,53.3,8.3,39.8,1012.4,10.0,,0.6,26.6,1.3
"Barcelona (Gràcia-St.Gervasi), Catalunya, Spain",Catalunya,39,2024-06-29 23:49:03,0.1,64.0,8.7,39.4,1014.2,16.0,30.0,0.6,22.7,0.2
"Barcelona (Eixample), Catalunya, Spain",Catalunya,37,2024-06-29 23:49:03,0.1,61.5,13.8,37.0,1010.8,16.0,30.0,1.6,25.5,
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,18,2024-06-29 23:49:03,0.1,61.5,7.4,25.0,1010.8,18.0,,,25.5,
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-29 23:49:03,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1
"Arraiz, Bilbao, País Vasco, Spain",Pais_Vasco,26,2024-06-29 23:49:03,,88.0,3.2,26.4,1016.0,9.0,,3.6,17.0,0.7
"Mazarredo, Bilbao, País Vasco, Spain",Pais_Vasco,25,2024-06-29 23:49:03,0.1,88.0,4.2,,1016.0,11.0,25.0,0.6,17.0,0.7
"Erandio, País Vasco, Spain",Pais_Vasco,25,2024-06-29 23:49:03,0.1,82.0,4.6,,1016.2,11.0,25.0,0.6,16.6,0.3
"Europa, Bilbao, País Vasco, Spain",Pais_Vasco,24,2024-06-29 23:49:03,,88.0,4.6,24.0,1016.0,11.0,21.0,1.6,17.0,0.7
"Basauri, País Vasco, Spain",Pais_Vasco,21,2024-06-29 23:49:03,,57.3,5.1,,1016.2,11.0,21.0,1.1,16.1,0.7
"Castrejana, Barakaldo, País Vasco, Spain",Pais_Vasco,20,2024-06-29 23:49:03,,88.0,1.9,20.4,1016.0,9.0,,,17.0,0.7
"Baracaldo, Barakaldo, País Vasco, Spain",Pais_Vasco,20,2024-06-29 23:49:03,0.1,82.0,4.6,,1016.2,20.0,17.0,0.6,16.6,0.3
"Sangroniz, Sondika, País Vasco, Spain",Pais_Vasco,8,2024-06-29 23:49:03,,88.0,4.6,,1016.0,8.0,5.0,,17.0,0.7
"Alonsotegi, País Vasco, Spain",Pais_Vasco,3,2024-06-29 23:49:03,,88.0,2.8,,1016.0,3.0,70.0,,17.0,0.7
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-29 23:49:03,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1
"Torneo, Sevilla, Spain",Andalucia,35,2024-06-29 23:49:03,4.0,76.0,9.2,26.4,1014.6,12.0,35.0,2.1,21.6,4.5
"Ranilla, Sevilla, Spain",Andalucia,32,2024-06-29 23:49:03,4.0,75.0,9.2,31.8,1013.9,9.0,24.0,2.6,21.6,5.0
"Santa Clara, Sevilla, Spain",Andalucia,31,2024-06-29 23:49:03,4.0,75.0,3.7,31.3,1013.9,9.0,24.0,2.6,21.6,5.0
