names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,30,2024-06-29 13:01:12,0.1,81.6,3.7,26.4,1016.5,10.0,30.0,1.6,18.7,9.1,2024-06-29,13,mediodia,Buena
"Plaza De Castilla, Madrid, Spain",Madrid,38,2024-06-29 13:01:12,,73.6,5.5,,1016.5,13.0,38.0,,18.7,4.6,2024-06-29,13,mediodia,Buena
"Castellana, Madrid, Spain",Madrid,30,2024-06-29 13:01:12,,73.6,3.7,,1016.5,10.0,30.0,,18.7,4.6,2024-06-29,13,mediodia,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,30,2024-06-29 13:01:12,0.1,72.0,4.6,,1016.0,10.0,30.0,,19.0,5.1,2024-06-29,13,mediodia,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,26,2024-06-29 13:01:12,0.1,73.6,5.1,26.4,1016.5,10.0,17.0,1.6,18.7,4.6,2024-06-29,13,mediodia,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,25,2024-06-29 13:01:12,,73.6,2.8,,1016.5,10.0,25.0,,18.7,4.6,2024-06-29,13,mediodia,Buena
"Fernandez Ladreda, Madrid, Spain",Madrid,21,2024-06-29 13:01:12,,82.0,4.2,,1015.0,7.0,21.0,,17.0,6.1,2024-06-29,13,mediodia,Buena
"Casa De Campo, Madrid, Spain",Madrid,17,2024-06-29 13:01:12,,73.6,1.4,31.7,1016.5,7.0,17.0,,18.7,4.6,2024-06-29,13,mediodia,Buena
"Mendez Alvaro, Madrid, Spain",Madrid,13,2024-06-29 13:01:12,,81.6,2.3,,1015.3,8.0,13.0,,17.8,9.1,2024-06-29,13,mediodia,Buena
"Sanchinarro, Madrid, Spain",Madrid,9,2024-06-29 13:01:12,,74.3,3.2,,1014.2,5.0,9.0,,18.8,6.0,2024-06-29,13,mediodia,Buena
"Media  Red, Madrid, Spain",Madrid,-,2024-06-29 13:01:12,,88.0,,,1025.9,,,,7.7,1.7,2024-06-29,13,mediodia,-
"el atazar, Madrid, Spain",Madrid,21,2024-06-29 13:01:12,,92.0,1.4,21.2,1016.4,7.0,9.0,0.6,15.5,0.3,2024-06-29,13,mediodia,Buena
"algete, Madrid, Spain",Madrid,31,2024-06-29 13:01:12,,75.8,2.8,30.5,1014.5,,25.0,,19.3,6.7,2024-06-29,13,mediodia,Buena
"alcorcón, Madrid, Spain",Madrid,27,2024-06-29 13:01:12,,72.0,2.8,27.3,1016.0,,21.0,,19.0,5.1,2024-06-29,13,mediodia,Buena
"valdemoro, Madrid, Spain",Madrid,32,2024-06-29 13:01:12,,79.5,1.9,31.7,1016.0,,21.0,,18.5,6.9,2024-06-29,13,mediodia,Buena
"torrejon de ardoz, Madrid, Spain",Madrid,29,2024-06-29 13:01:12,,66.0,4.6,28.9,1015.0,4.0,5.0,,20.5,6.4,2024-06-29,13,mediodia,Buena
"villa del prado, Madrid, Spain",Madrid,29,2024-06-29 13:01:12,,72.0,1.0,28.9,1016.0,4.0,13.0,1.1,19.0,5.1,2024-06-29,13,mediodia,Buena
"collado villalba, Madrid, Spain",Madrid,20,2024-06-29 13:01:12,,87.5,3.2,19.5,1014.5,,9.0,0.6,15.9,0.2,2024-06-29,13,mediodia,Buena
"villarejo de salvanes, Madrid, Spain",Madrid,29,2024-06-29 13:01:12,,77.6,2.8,29.3,1017.7,,9.0,,19.0,7.0,2024-06-29,13,mediodia,Buena
