names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,30,2024-07-01 12:05:34,0.1,50.8,5.5,29.7,1020.9,9.0,17.0,2.1,23.4,4.9,2024-07-01,12,mediodia,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,50,2024-07-01 12:05:34,0.1,49.2,8.7,15.1,1020.9,19.0,50.0,2.1,23.3,3.7,2024-07-01,12,mediodia,Buena
"Plaza De Castilla, Madrid, Spain",Madrid,42,2024-07-01 12:05:35,,49.2,6.0,,1020.9,16.0,42.0,,23.3,3.7,2024-07-01,12,mediodia,Buena
"Fernandez Ladreda, Madrid, Spain",Madrid,42,2024-07-01 12:05:36,,50.0,16.5,,1020.0,15.0,42.0,,24.0,2.0,2024-07-01,12,mediodia,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,38,2024-07-01 12:05:36,0.1,47.0,13.8,,1020.0,25.0,38.0,,24.5,2.0,2024-07-01,12,mediodia,Buena
"Sanchinarro, Madrid, Spain",Madrid,34,2024-07-01 12:05:37,,50.2,3.7,,1018.4,15.0,34.0,,23.4,4.7,2024-07-01,12,mediodia,Buena
"Mendez Alvaro, Madrid, Spain",Madrid,30,2024-07-01 12:05:38,,50.8,6.4,,1019.5,19.0,30.0,,23.4,4.9,2024-07-01,12,mediodia,Buena
"Casa De Campo, Madrid, Spain",Madrid,30,2024-07-01 12:05:39,,49.2,6.4,29.7,1020.9,10.0,13.0,,23.3,3.7,2024-07-01,12,mediodia,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,21,2024-07-01 12:05:39,,49.2,12.8,,1020.9,10.0,21.0,,23.3,3.7,2024-07-01,12,mediodia,Buena
"Castellana, Madrid, Spain",Madrid,17,2024-07-01 12:05:40,,49.2,5.5,,1020.9,9.0,17.0,,23.3,3.7,2024-07-01,12,mediodia,Buena
"Media  Red, Madrid, Spain",Madrid,-,2024-07-01 12:05:41,,88.0,,,1025.9,,,,7.7,1.7,2024-07-01,12,mediodia,-
"el atazar, Madrid, Spain",Madrid,30,2024-07-01 12:05:41,,56.0,1.0,25.2,1021.4,10.0,30.0,1.1,22.0,2.5,2024-07-01,12,mediodia,Buena
"algete, Madrid, Spain",Madrid,30,2024-07-01 12:05:42,,55.1,1.9,27.3,1018.7,,30.0,,23.2,4.3,2024-07-01,12,mediodia,Buena
"alcorcón, Madrid, Spain",Madrid,63,2024-07-01 12:05:43,,50.0,13.3,16.3,1020.0,,63.0,,24.0,2.0,2024-07-01,12,mediodia,Moderada
"valdemoro, Madrid, Spain",Madrid,46,2024-07-01 12:05:43,,50.0,15.6,13.0,1019.0,,46.0,,24.0,3.6,2024-07-01,12,mediodia,Buena
"torrejon de ardoz, Madrid, Spain",Madrid,42,2024-07-01 12:05:44,,47.0,8.3,15.5,1019.0,10.0,42.0,,24.0,3.6,2024-07-01,12,mediodia,Buena
"villa del prado, Madrid, Spain",Madrid,21,2024-07-01 12:05:45,,50.0,2.3,16.3,1020.0,7.0,21.0,1.1,24.0,2.0,2024-07-01,12,mediodia,Buena
"collado villalba, Madrid, Spain",Madrid,16,2024-07-01 12:05:46,,61.0,9.2,15.9,1019.5,,5.0,0.6,21.1,0.2,2024-07-01,12,mediodia,Buena
"villarejo de salvanes, Madrid, Spain",Madrid,38,2024-07-01 12:05:46,,50.7,3.2,17.9,1022.4,,38.0,,24.5,4.5,2024-07-01,12,mediodia,Buena
"Mercado Central, Canarias, Spain",Canarias,13,2024-07-01 12:05:49,0.1,76.2,6.0,10.2,1014.0,10.0,13.0,0.6,22.2,12.3,2024-07-01,12,mediodia,Buena
"La Loma-Telde, Canarias, Spain",Canarias,12,2024-07-01 12:05:49,0.1,76.2,4.2,12.2,1014.0,10.0,5.0,2.6,22.2,12.3,2024-07-01,12,mediodia,Buena
"Nestor Alamo, Canarias, Spain",Canarias,11,2024-07-01 12:05:50,0.1,76.2,7.4,10.6,1014.0,7.0,9.0,0.6,22.2,12.3,2024-07-01,12,mediodia,Buena
"Lezcano, Canarias, Spain",Canarias,11,2024-07-01 12:05:51,0.1,76.2,6.9,11.4,1014.0,5.0,5.0,2.1,22.2,12.3,2024-07-01,12,mediodia,Buena
"San Nicolas, Canarias, Spain",Canarias,10,2024-07-01 12:05:52,0.1,76.2,7.4,9.8,1014.0,5.0,9.0,0.6,22.2,12.3,2024-07-01,12,mediodia,Buena
"Jinamar fase 3, Canarias, Spain",Canarias,10,2024-07-01 12:05:52,0.1,76.2,7.4,9.8,1014.0,2.0,5.0,2.1,22.2,12.3,2024-07-01,12,mediodia,Buena
