names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,27,2024-06-29 10:04:20,0.1,87.2,2.8,26.9,1015.6,6.0,13.0,1.6,15.5,7.6,2024-06-29,10,mañana,Buena
"Sanchinarro, Madrid, Spain",Madrid,50,2024-06-29 10:04:20,,83.3,2.3,,1013.4,16.0,50.0,,15.7,4.6,2024-06-29,10,mañana,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,38,2024-06-29 10:04:20,0.1,80.3,3.7,26.9,1015.7,14.0,38.0,1.6,16.1,3.0,2024-06-29,10,mañana,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,38,2024-06-29 10:04:20,,80.3,2.3,,1015.7,14.0,38.0,,16.1,3.0,2024-06-29,10,mañana,Buena
"Plaza De Castilla, Madrid, Spain",Madrid,34,2024-06-29 10:04:20,,80.3,3.7,,1015.7,12.0,34.0,,16.1,3.0,2024-06-29,10,mañana,Buena
"Casa De Campo, Madrid, Spain",Madrid,29,2024-06-29 10:04:20,,80.3,1.9,28.9,1015.7,5.0,9.0,,16.1,3.0,2024-06-29,10,mañana,Buena
"Mendez Alvaro, Madrid, Spain",Madrid,25,2024-06-29 10:04:20,,86.1,1.9,,1014.3,10.0,25.0,,15.9,9.6,2024-06-29,10,mañana,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,21,2024-06-29 10:04:20,0.1,87.0,4.2,,1015.0,7.0,21.0,,15.0,7.2,2024-06-29,10,mañana,Buena
"Fernandez Ladreda, Madrid, Spain",Madrid,21,2024-06-29 10:04:20,,87.0,2.8,,1015.0,7.0,21.0,,16.0,6.4,2024-06-29,10,mañana,Buena
"Castellana, Madrid, Spain",Madrid,13,2024-06-29 10:04:20,,80.3,2.8,,1015.7,6.0,13.0,,16.1,3.0,2024-06-29,10,mañana,Buena
"Media  Red, Madrid, Spain",Madrid,-,2024-06-29 10:04:20,,88.0,,,1025.9,,,,7.7,1.7,2024-06-29,10,mañana,-
"el atazar, Madrid, Spain",Madrid,22,2024-06-29 10:04:20,,93.0,1.9,22.0,1015.0,5.0,17.0,0.6,14.3,0.3,2024-06-29,10,mañana,Buena
"algete, Madrid, Spain",Madrid,34,2024-06-29 10:04:20,,83.2,1.9,26.4,1013.4,,34.0,,16.6,6.2,2024-06-29,10,mañana,Buena
