names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,35,2024-06-29 19:05:57,0.1,60.8,3.2,35.0,1016.2,6.0,21.0,1.6,22.6,10.0,2024-06-29,19,tarde,Buena
"Plaza De Castilla, Madrid, Spain",Madrid,57,2024-06-29 19:05:57,,59.6,4.6,,1016.2,20.0,57.0,,22.2,4.0,2024-06-29,19,tarde,Moderada
"Sanchinarro, Madrid, Spain",Madrid,57,2024-06-29 19:05:57,,62.6,1.9,,1013.6,22.0,57.0,,21.8,6.3,2024-06-29,19,tarde,Moderada
"Mendez Alvaro, Madrid, Spain",Madrid,50,2024-06-29 19:05:57,,60.5,1.0,,1014.8,19.0,50.0,,22.7,9.8,2024-06-29,19,tarde,Buena
"Casa De Campo, Madrid, Spain",Madrid,41,2024-06-29 19:05:57,,59.6,1.0,40.7,1016.2,10.0,21.0,,22.2,4.0,2024-06-29,19,tarde,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,38,2024-06-29 19:05:57,0.1,56.0,5.5,,1015.0,13.0,38.0,,23.0,7.7,2024-06-29,19,tarde,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,35,2024-06-29 19:05:57,0.1,59.6,3.2,35.0,1016.2,12.0,21.0,1.6,22.2,4.0,2024-06-29,19,tarde,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,34,2024-06-29 19:05:57,,59.6,2.3,,1016.2,15.0,34.0,,22.2,4.0,2024-06-29,19,tarde,Buena
"Fernandez Ladreda, Madrid, Spain",Madrid,25,2024-06-29 19:05:57,,54.5,5.1,,1015.0,11.0,25.0,,23.5,7.9,2024-06-29,19,tarde,Buena
"Castellana, Madrid, Spain",Madrid,21,2024-06-29 19:05:57,,59.6,3.2,,1016.2,6.0,21.0,,22.2,4.0,2024-06-29,19,tarde,Buena
"Media  Red, Madrid, Spain",Madrid,-,2024-06-29 19:05:57,,88.0,,,1025.9,,,,7.7,1.7,2024-06-29,19,tarde,-
"el atazar, Madrid, Spain",Madrid,29,2024-06-29 19:05:57,,83.6,1.4,28.9,1016.2,9.0,21.0,0.6,19.2,0.1,2024-06-29,19,tarde,Buena
"algete, Madrid, Spain",Madrid,39,2024-06-29 19:05:57,,62.7,1.9,38.6,1014.1,,34.0,,23.1,6.7,2024-06-29,19,tarde,Buena
"alcorcón, Madrid, Spain",Madrid,32,2024-06-29 19:05:57,,54.5,1.4,31.7,1015.0,,30.0,,23.5,7.9,2024-06-29,19,tarde,Buena
