names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,35,2024-06-27 13:48:47,0.1,39.8,6.0,35.4,1013.6,5.0,13.0,1.6,28.2,5.0,2024-06-27,13,mediodia,Buena
"Casa De Campo, Madrid, Spain",Madrid,42,2024-06-27 13:48:47,,37.6,4.2,41.9,1013.6,18.0,30.0,,27.9,2.6,2024-06-27,13,mediodia,Buena
"Mendez Alvaro, Madrid, Spain",Madrid,38,2024-06-27 13:48:47,,39.3,5.1,,1012.1,20.0,38.0,,28.4,4.7,2024-06-27,13,mediodia,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,35,2024-06-27 13:48:47,0.1,37.6,8.3,35.4,1013.6,19.0,17.0,1.6,27.9,2.6,2024-06-27,13,mediodia,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,30,2024-06-27 13:48:47,,37.6,9.6,,1013.6,19.0,30.0,,27.9,2.6,2024-06-27,13,mediodia,Buena
"Fernandez Ladreda, Madrid, Spain",Madrid,21,2024-06-27 13:48:47,,34.0,13.3,,1012.0,20.0,21.0,,29.5,2.5,2024-06-27,13,mediodia,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,18,2024-06-27 13:48:47,0.1,35.0,12.8,,1012.0,18.0,17.0,,29.0,2.5,2024-06-27,13,mediodia,Buena
"Castellana, Madrid, Spain",Madrid,13,2024-06-27 13:48:47,,37.6,6.0,,1013.6,5.0,13.0,,27.9,2.6,2024-06-27,13,mediodia,Buena
"Sanchinarro, Madrid, Spain",Madrid,5,2024-06-27 13:48:47,,40.0,3.7,,1011.2,4.0,5.0,,28.1,5.0,2024-06-27,13,mediodia,Buena
"Plaza De Castilla, Madrid, Spain",Madrid,5,2024-06-27 13:48:47,,38.0,5.1,,1013.6,1.0,5.0,,27.7,3.0,2024-06-27,13,mediodia,Buena
"Media  Red, Madrid, Spain",Madrid,-,2024-06-27 13:48:47,,88.0,,,1025.9,,,,7.7,1.7,2024-06-27,13,mediodia,-
"el atazar, Madrid, Spain",Madrid,38,2024-06-27 13:48:47,,47.3,1.0,37.8,1015.1,11.0,34.0,1.1,26.4,0.6,2024-06-27,13,mediodia,Buena
"algete, Madrid, Spain",Madrid,40,2024-06-27 13:48:47,,42.7,1.9,40.3,1010.3,,30.0,,28.6,5.8,2024-06-27,13,mediodia,Buena
"alcorcón, Madrid, Spain",Madrid,27,2024-06-27 13:48:47,,34.0,12.8,26.9,1012.0,,21.0,,29.5,2.5,2024-06-27,13,mediodia,Buena
"valdemoro, Madrid, Spain",Madrid,37,2024-06-27 13:48:47,,33.0,3.7,36.6,1012.0,,21.0,,30.5,4.3,2024-06-27,13,mediodia,Buena
"torrejon de ardoz, Madrid, Spain",Madrid,46,2024-06-27 13:48:47,,40.0,13.8,20.8,1012.5,15.0,46.0,,26.0,4.6,2024-06-27,13,mediodia,Buena
"villa del prado, Madrid, Spain",Madrid,27,2024-06-27 13:48:47,,34.0,2.8,27.3,1012.0,10.0,21.0,1.1,29.5,2.5,2024-06-27,13,mediodia,Buena
"collado villalba, Madrid, Spain",Madrid,59,2024-06-27 13:48:47,,47.6,4.2,34.2,1011.2,,59.0,0.6,26.1,1.5,2024-06-27,13,mediodia,Moderada
"villarejo de salvanes, Madrid, Spain",Madrid,25,2024-06-27 13:48:47,,40.7,6.4,32.1,1015.4,,25.0,,29.4,6.2,2024-06-27,13,mediodia,Buena
"Mercado Central, Canarias, Spain",Canarias,30,2024-06-27 13:48:47,0.1,62.0,6.4,20.4,1013.0,20.0,30.0,0.6,23.6,10.2,2024-06-27,13,mediodia,Buena
"San Nicolas, Canarias, Spain",Canarias,24,2024-06-27 13:48:47,0.1,62.0,1.9,24.0,1013.0,12.0,21.0,0.6,23.6,10.2,2024-06-27,13,mediodia,Buena
"Lezcano, Canarias, Spain",Canarias,24,2024-06-27 13:48:47,0.1,62.0,6.4,23.6,1013.0,14.0,9.0,2.1,23.6,10.2,2024-06-27,13,mediodia,Buena
"Jinamar fase 3, Canarias, Spain",Canarias,23,2024-06-27 13:48:47,0.1,62.0,6.4,22.8,1013.0,13.0,5.0,2.1,23.6,10.2,2024-06-27,13,mediodia,Buena
"Nestor Alamo, Canarias, Spain",Canarias,21,2024-06-27 13:48:47,0.1,62.0,7.8,20.8,1013.0,15.0,21.0,0.6,23.6,10.2,2024-06-27,13,mediodia,Buena
"La Loma-Telde, Canarias, Spain",Canarias,21,2024-06-27 13:48:47,0.1,62.0,5.1,20.8,1013.0,12.0,9.0,3.1,23.6,10.2,2024-06-27,13,mediodia,Buena
"Barcelona, Catalunya, Spain",Catalunya,36,2024-06-27 13:48:47,0.1,65.0,31.6,35.8,1015.4,13.0,21.0,1.1,26.1,2.0,2024-06-27,13,mediodia,Buena
"Barcelona (Eixample), Catalunya, Spain",Catalunya,21,2024-06-27 13:48:47,0.1,82.3,11.5,15.9,1012.4,15.0,21.0,1.6,25.0,,2024-06-27,13,mediodia,Buena
"Barcelona (Gràcia-St.Gervasi), Catalunya, Spain",Catalunya,21,2024-06-27 13:48:47,0.1,63.6,23.4,13.0,1015.3,15.0,21.0,1.1,25.9,2.3,2024-06-27,13,mediodia,Buena
"Barcelona (Parc Vall d'Hebrón), Catalunya, Spain",Catalunya,20,2024-06-27 13:48:47,0.1,63.6,6.0,19.9,1015.3,15.0,21.0,1.1,25.9,2.3,2024-06-27,13,mediodia,Buena
"Barcelona (Palau Reial), Catalunya, Spain",Catalunya,20,2024-06-27 13:48:47,0.1,63.6,6.4,20.4,1015.3,14.0,21.0,1.1,25.9,2.3,2024-06-27,13,mediodia,Buena
"l'Hospitalet de Llobregat, Catalunya, Spain",Catalunya,20,2024-06-27 13:48:47,0.1,63.6,9.6,20.4,1015.3,17.0,21.0,1.1,25.9,2.3,2024-06-27,13,mediodia,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,20,2024-06-27 13:48:47,0.1,82.3,3.7,25.0,1012.4,20.0,,,25.0,,2024-06-27,13,mediodia,Buena
"Sant Adrià de Besòs, Catalunya, Spain",Catalunya,20,2024-06-27 13:48:47,,83.0,2.3,19.5,1014.2,16.0,,,24.4,4.0,2024-06-27,13,mediodia,Buena
"Montcada i Reixac (Can Sant Joan), Catalunya, Spain",Catalunya,4,2024-06-27 13:48:47,0.1,83.0,18.8,11.8,1013.8,12.0,,3.6,25.0,6.0,2024-06-27,13,mediodia,Buena
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-27 13:48:47,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1,2024-06-27,13,mediodia,-
"Erandio, País Vasco, Spain",Pais_Vasco,72,2024-06-27 13:48:47,0.1,90.3,26.6,,1015.8,32.0,72.0,1.1,20.0,0.6,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 13:48:47,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27,13,mediodia,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,70,2024-06-27 13:48:47,,55.0,8.7,,1015.5,44.0,70.0,1.6,20.0,7.0,2024-06-27,13,mediodia,Moderada
"Mazarredo, Bilbao, País Vasco, Spain",Pais_Vasco,65,2024-06-27 13:48:47,0.1,88.0,6.9,,1016.0,25.0,65.0,0.6,21.0,3.6,2024-06-27,13,mediodia,Moderada
"Europa, Bilbao, País Vasco, Spain",Pais_Vasco,65,2024-06-27 13:48:47,,88.0,4.6,21.6,1016.0,22.0,65.0,1.6,21.0,3.6,2024-06-27,13,mediodia,Moderada
"Sangroniz, Sondika, País Vasco, Spain",Pais_Vasco,57,2024-06-27 13:48:47,,88.0,5.5,,1016.0,28.0,57.0,,21.0,3.6,2024-06-27,13,mediodia,Moderada
"Baracaldo, Barakaldo, País Vasco, Spain",Pais_Vasco,50,2024-06-27 13:48:47,0.1,90.3,12.8,,1015.7,47.0,50.0,0.6,20.0,0.6,2024-06-27,13,mediodia,Buena
"Castrejana, Barakaldo, País Vasco, Spain",Pais_Vasco,28,2024-06-27 13:48:47,,88.0,8.3,14.7,1016.0,28.0,,,21.0,3.6,2024-06-27,13,mediodia,Buena
"Arraiz, Bilbao, País Vasco, Spain",Pais_Vasco,17,2024-06-27 13:48:47,,88.0,6.9,17.1,1016.0,17.0,,3.1,21.0,3.6,2024-06-27,13,mediodia,Buena
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-06-27 13:48:47,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1,2024-06-27,13,mediodia,-
"Torneo, Sevilla, Spain",Andalucia,34,2024-06-27 13:48:47,4.0,66.5,7.4,19.4,1010.8,17.0,34.0,2.1,23.3,2.0,2024-06-27,13,mediodia,Buena
"Principes, Sevilla, Spain",Andalucia,34,2024-06-27 13:48:47,4.0,66.0,1.9,19.4,1010.8,18.0,34.0,3.1,23.3,2.3,2024-06-27,13,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,34,2024-06-27 13:48:47,4.0,65.0,0.5,22.4,1010.9,17.0,34.0,1.1,22.9,2.6,2024-06-27,13,mediodia,Buena
"Ranilla, Sevilla, Spain",Andalucia,33,2024-06-27 13:48:47,4.0,64.0,13.8,24.1,1010.2,12.0,33.0,2.6,23.5,1.6,2024-06-27,13,mediodia,Buena
"Bermejales, Sevilla, Spain",Andalucia,33,2024-06-27 13:48:47,4.0,64.0,2.8,23.0,1010.2,15.0,33.0,1.6,23.5,1.6,2024-06-27,13,mediodia,Buena
"Santa Clara, Sevilla, Spain",Andalucia,32,2024-06-27 13:48:47,4.0,64.0,3.2,24.2,1010.2,11.0,32.0,2.6,23.5,1.6,2024-06-27,13,mediodia,Buena
"Lope de Vega, Vigo, Galicia, Spain",Galicia,65,2024-06-27 13:48:47,1.3,58.5,11.9,13.1,1008.4,15.0,65.0,1.1,26.6,0.1,2024-06-27,13,mediodia,Moderada
"Coia, Vigo, Galicia, Spain",Galicia,65,2024-06-27 13:48:47,1.0,58.5,9.1,19.7,1008.4,19.0,65.0,2.1,26.6,0.1,2024-06-27,13,mediodia,Moderada
"Estación 1, Este, Galicia, Spain",Galicia,50,2024-06-27 13:48:47,1.0,57.8,9.6,19.7,1008.5,19.0,50.0,0.6,26.8,0.1,2024-06-27,13,mediodia,Buena
"Torre Hércules, A Coruña, Galicia, Spain",Galicia,46,2024-06-27 13:48:47,1.0,88.0,0.5,23.7,1012.5,16.0,46.0,0.6,17.7,19.3,2024-06-27,13,mediodia,Buena
"Riazor, A Coruña, Galicia, Spain",Galicia,42,2024-06-27 13:48:47,1.0,88.0,1.8,18.4,1012.5,16.0,42.0,0.8,17.7,19.3,2024-06-27,13,mediodia,Buena
"Parque da Cega, Galicia, Spain",Galicia,33,2024-06-27 13:48:47,1.0,88.3,2.4,18.4,1015.1,14.0,33.0,0.6,18.7,2.0,2024-06-27,13,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,18,2024-06-27 13:48:47,1.0,88.0,3.1,18.4,1012.5,18.0,10.0,2.5,17.7,19.3,2024-06-27,13,mediodia,Buena
"Molí del Sol, València, Valencia, Spain",Com_Valenciana,50,2024-06-27 13:48:47,,67.6,8.3,26.9,1015.0,13.0,50.0,1.6,25.5,11.6,2024-06-27,13,mediodia,Buena
"Pista de Silla, València, Valencia, Spain",Com_Valenciana,38,2024-06-27 13:48:47,,69.3,8.3,25.6,,19.0,38.0,1.6,26.4,7.6,2024-06-27,13,mediodia,Buena
"Politècnic, València, Valencia, Spain",Com_Valenciana,38,2024-06-27 13:48:47,,68.2,3.2,31.7,1015.0,17.0,38.0,1.6,25.5,11.5,2024-06-27,13,mediodia,Buena
"Quart de Poblet, Valencia, Spain",Com_Valenciana,30,2024-06-27 13:48:47,,51.0,6.9,25.2,1012.0,15.0,30.0,3.1,28.0,7.9,2024-06-27,13,mediodia,Buena
"Avd. Francia, València, Valencia, Spain",Com_Valenciana,24,2024-06-27 13:48:47,,72.5,8.3,23.6,1013.5,10.0,17.0,1.6,25.2,8.7,2024-06-27,13,mediodia,Buena
"Elda, Valencia, Spain",Com_Valenciana,37,2024-06-27 13:48:47,,50.7,3.7,36.6,997.6,4.0,9.0,2.1,28.4,5.2,2024-06-27,13,mediodia,Buena
"Viver, Valencia, Spain",Com_Valenciana,35,2024-06-27 13:48:47,,50.5,3.2,35.4,1013.1,11.0,13.0,1.6,28.1,6.0,2024-06-27,13,mediodia,Buena
"Buñol, Valencia, Spain",Com_Valenciana,37,2024-06-27 13:48:47,,59.2,1.9,37.4,1015.2,7.0,17.0,1.6,26.6,9.2,2024-06-27,13,mediodia,Buena
"Burriana, Valencia, Spain",Com_Valenciana,25,2024-06-27 13:48:47,,54.7,13.3,22.0,1012.7,10.0,25.0,6.6,27.9,5.0,2024-06-27,13,mediodia,Buena
"L'Alcora, Valencia, Spain",Com_Valenciana,35,2024-06-27 13:48:47,,50.5,2.8,35.0,1013.1,18.0,30.0,3.1,28.1,6.0,2024-06-27,13,mediodia,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,43,2024-06-27 13:48:47,,43.0,4.6,42.7,1011.0,,,,29.0,3.8,2024-06-27,13,mediodia,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,5,2024-06-27 13:48:47,,50.5,2.8,14.3,1013.1,3.0,5.0,1.6,28.1,6.0,2024-06-27,13,mediodia,Buena
"CEA, Sagunt, Valencia, Spain",Com_Valenciana,33,2024-06-27 13:48:47,,59.6,2.3,32.5,1009.4,10.0,17.0,3.1,26.8,6.6,2024-06-27,13,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,31,2024-06-27 13:48:47,,50.5,8.7,31.3,1013.1,20.0,21.0,3.6,28.1,6.0,2024-06-27,13,mediodia,Buena
"Rabassa, Alacant, Valencia, Spain",Com_Valenciana,35,2024-06-27 13:48:47,,42.0,1.4,35.4,1010.0,13.0,5.0,1.6,28.0,4.1,2024-06-27,13,mediodia,Buena
"Vinaròs Planta, Valencia, Spain",Com_Valenciana,46,2024-06-27 13:48:47,,89.6,1.9,23.0,1028.4,11.0,46.0,,3.8,0.6,2024-06-27,13,mediodia,Buena
"Tarragona (Bonavista), Catalunya, Spain",Catalunya,17,2024-06-27 13:48:47,,48.0,8.7,13.9,1013.0,13.0,17.0,4.6,28.0,4.1,2024-06-27,13,mediodia,Buena
"Perafort, Catalunya, Spain",Catalunya,10,2024-06-27 13:48:47,,23.8,2.8,12.0,1007.0,10.0,21.0,2.1,34.0,,2024-06-27,13,mediodia,Buena
"Burgos IV, Spain",Castilla_Leon,21,2024-06-27 13:48:47,0.1,68.5,2.8,17.9,1016.0,17.0,21.0,2.1,23.0,5.9,2024-06-27,13,mediodia,Buena
