names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
Madrid,Madrid,34,2024-06-27 09:34:27,0.1,54.3,9.6,19.5,1015.1,11.0,34.0,1.6,21.6,2.1,2024-06-27,9,mañana,Buena
"Plaza Elíptica, Madrid, Spain",Madrid,63,2024-06-27 09:34:27,0.1,49.0,27.9,,1014.0,25.0,63.0,,22.0,0.5,2024-06-27,9,mañana,Moderada
"Fernandez Ladreda, Madrid, Spain",Madrid,63,2024-06-27 09:34:27,,49.0,27.9,,1014.0,25.0,63.0,,22.0,0.5,2024-06-27,9,mañana,Moderada
"Plaza De Castilla, Madrid, Spain",Madrid,42,2024-06-27 09:34:27,,52.6,10.6,,1015.4,18.0,42.0,,22.0,1.0,2024-06-27,9,mañana,Buena
"Sanchinarro, Madrid, Spain",Madrid,38,2024-06-27 09:34:27,,59.0,7.4,,1013.1,14.0,38.0,,21.6,0.6,2024-06-27,9,mañana,Buena
"Castellana, Madrid, Spain",Madrid,34,2024-06-27 09:34:27,,52.6,9.6,,1015.4,11.0,34.0,,22.0,1.0,2024-06-27,9,mañana,Buena
"Cuatro Caminos, Madrid, Spain",Madrid,30,2024-06-27 09:34:27,,52.6,9.2,,1015.4,13.0,30.0,,22.0,1.0,2024-06-27,9,mañana,Buena
"Casa De Campo, Madrid, Spain",Madrid,30,2024-06-27 09:34:27,,52.6,7.8,20.4,1015.4,13.0,30.0,,22.0,1.0,2024-06-27,9,mañana,Buena
"Escuelas Aguirre, Madrid, Spain",Madrid,21,2024-06-27 09:34:27,0.1,52.6,13.3,19.5,1015.4,14.0,21.0,1.6,22.0,1.0,2024-06-27,9,mañana,Buena
"Mendez Alvaro, Madrid, Spain",Madrid,16,2024-06-27 09:34:27,,45.0,10.6,,1014.3,16.0,30.0,,22.1,1.8,2024-06-27,9,mañana,Buena
