names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
"torrejon de ardoz, Madrid, Spain",Madrid,28,2024-07-02 22:09:26,,30.0,1.4,27.7,1017.0,1.0,5.0,,29.0,6.1,2024-07-02,22,noche,Buena
"villa del prado, Madrid, Spain",Madrid,28,2024-07-02 22:09:27,,28.0,0.5,28.1,1017.0,7.0,13.0,1.1,30.0,2.5,2024-07-02,22,noche,Buena
"collado villalba, Madrid, Spain",Madrid,46,2024-07-02 22:09:28,,38.7,4.6,21.6,1016.5,,46.0,0.6,26.2,1.2,2024-07-02,22,noche,Buena
"villarejo de salvanes, Madrid, Spain",Madrid,32,2024-07-02 22:09:28,,31.6,2.3,31.7,1019.7,,5.0,,30.1,6.2,2024-07-02,22,noche,Buena
"Lezcano, Canarias, Spain",Canarias,30,2024-07-02 22:09:31,0.1,58.2,4.6,29.7,1012.8,17.0,21.0,2.1,25.5,13.3,2024-07-02,22,noche,Buena
"Jinamar fase 3, Canarias, Spain",Canarias,29,2024-07-02 22:09:31,0.1,58.2,4.2,28.9,1012.8,15.0,9.0,2.1,25.5,13.3,2024-07-02,22,noche,Buena
"La Loma-Telde, Canarias, Spain",Canarias,27,2024-07-02 22:09:32,0.1,58.2,5.5,26.9,1012.8,20.0,17.0,2.6,25.5,13.3,2024-07-02,22,noche,Buena
"San Nicolas, Canarias, Spain",Canarias,25,2024-07-02 22:09:33,0.1,65.0,1.0,25.2,1010.3,12.0,21.0,0.6,22.3,12.3,2024-07-02,22,noche,Buena
"Mercado Central, Canarias, Spain",Canarias,25,2024-07-02 22:09:33,0.1,65.0,4.2,21.2,1010.3,14.0,25.0,0.6,22.3,12.3,2024-07-02,22,noche,Buena
"Nestor Alamo, Canarias, Spain",Canarias,24,2024-07-02 22:09:34,0.1,65.0,3.7,24.4,1010.3,11.0,21.0,0.6,22.3,12.3,2024-07-02,22,noche,Buena
"Barcelona (Eixample), Catalunya, Spain",Catalunya,34,2024-07-02 22:09:36,0.1,84.0,21.1,23.2,1014.5,16.0,34.0,0.6,22.2,,2024-07-02,22,noche,Buena
"Barcelona (Gràcia-St.Gervasi), Catalunya, Spain",Catalunya,34,2024-07-02 22:09:37,0.1,83.5,11.9,24.0,1017.0,16.0,34.0,0.6,20.5,0.5,2024-07-02,22,noche,Buena
"Barcelona (Palau Reial), Catalunya, Spain",Catalunya,33,2024-07-02 22:09:38,0.1,83.5,6.9,32.9,1017.0,13.0,25.0,1.1,20.5,0.5,2024-07-02,22,noche,Buena
"l'Hospitalet de Llobregat, Catalunya, Spain",Catalunya,33,2024-07-02 22:09:39,0.1,83.6,7.4,32.9,1017.0,23.0,25.0,1.1,20.3,0.3,2024-07-02,22,noche,Buena
"Barcelona, Catalunya, Spain",Catalunya,32,2024-07-02 22:09:39,0.1,83.5,9.6,32.1,1017.0,12.0,25.0,0.6,20.5,0.5,2024-07-02,22,noche,Buena
"Barcelona (Parc Vall d'Hebrón), Catalunya, Spain",Catalunya,29,2024-07-02 22:09:40,0.1,83.5,7.8,28.9,1017.0,15.0,25.0,0.6,20.5,0.5,2024-07-02,22,noche,Buena
"Sant Adrià de Besòs, Catalunya, Spain",Catalunya,29,2024-07-02 22:09:41,0.1,79.6,3.2,29.3,1016.0,18.0,,,22.2,3.0,2024-07-02,22,noche,Buena
"Montcada i Reixac (Can Sant Joan), Catalunya, Spain",Catalunya,26,2024-07-02 22:09:41,0.1,78.7,12.8,26.4,1015.4,13.0,,0.6,22.7,4.5,2024-07-02,22,noche,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,-,2024-07-02 22:09:42,0.1,84.0,5.1,25.0,1014.5,12.0,,,22.2,,2024-07-02,22,noche,-
"Baracaldo, Barakaldo, País Vasco, Spain",Pais_Vasco,57,2024-07-02 22:09:44,0.1,75.7,4.2,,1022.6,11.0,57.0,1.6,18.3,0.7,2024-07-02,22,noche,Moderada
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-07-02 22:09:45,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1,2024-07-02,22,noche,-
"Europa, Bilbao, País Vasco, Spain",Pais_Vasco,28,2024-07-02 22:09:46,,74.5,1.4,28.1,1022.0,7.0,21.0,2.1,19.0,2.5,2024-07-02,22,noche,Buena
"Arraiz, Bilbao, País Vasco, Spain",Pais_Vasco,27,2024-07-02 22:09:46,,74.5,6.0,26.9,1022.0,14.0,,3.1,19.0,2.5,2024-07-02,22,noche,Buena
"Castrejana, Barakaldo, País Vasco, Spain",Pais_Vasco,26,2024-07-02 22:09:47,,74.5,3.7,26.0,1022.0,8.0,,,19.0,2.5,2024-07-02,22,noche,Buena
"Mazarredo, Bilbao, País Vasco, Spain",Pais_Vasco,25,2024-07-02 22:09:48,0.1,74.5,2.3,,1022.0,9.0,25.0,0.6,19.0,2.5,2024-07-02,22,noche,Buena
"Erandio, País Vasco, Spain",Pais_Vasco,25,2024-07-02 22:09:49,0.1,75.7,1.9,,1022.6,8.0,25.0,0.6,18.3,0.7,2024-07-02,22,noche,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,21,2024-07-02 22:09:49,,55.5,2.8,,1022.2,8.0,21.0,1.1,18.0,3.7,2024-07-02,22,noche,Buena
"Sangroniz, Sondika, País Vasco, Spain",Pais_Vasco,20,2024-07-02 22:09:50,,74.5,1.4,,1022.0,20.0,9.0,,19.0,2.5,2024-07-02,22,noche,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,10,2024-07-02 22:09:51,,74.5,3.2,,1022.0,10.0,70.0,,19.0,2.5,2024-07-02,22,noche,Buena
"Mº Diaz Haro, Bilbao, País Vasco",Pais_Vasco,-,2024-07-02 22:09:51,0.1,31.0,,12.0,1008.0,34.0,,2.1,32.55,3.1,2024-07-02,22,noche,-
"Torneo, Sevilla, Spain",Andalucia,58,2024-07-02 22:09:54,4.0,36.5,15.1,40.0,1010.9,21.0,58.0,2.6,34.4,5.0,2024-07-02,22,noche,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,58,2024-07-02 22:09:54,4.0,35.8,1.9,58.0,1009.9,18.0,58.0,1.6,33.6,5.8,2024-07-02,22,noche,Moderada
"Principes, Sevilla, Spain",Andalucia,58,2024-07-02 22:09:55,4.0,36.5,3.7,38.2,1010.9,20.0,58.0,3.1,34.4,5.0,2024-07-02,22,noche,Moderada
"Santa Clara, Sevilla, Spain",Andalucia,49,2024-07-02 22:09:56,4.0,35.6,3.7,48.5,1010.0,13.0,40.0,1.6,34.7,5.4,2024-07-02,22,noche,Buena
"Bermejales, Sevilla, Spain",Andalucia,49,2024-07-02 22:09:56,4.0,35.6,8.7,48.8,1010.0,18.0,37.0,1.6,34.7,5.4,2024-07-02,22,noche,Buena
"Ranilla, Sevilla, Spain",Andalucia,47,2024-07-02 22:09:57,4.0,35.6,6.9,46.6,1010.0,12.0,37.0,1.6,34.7,5.4,2024-07-02,22,noche,Buena
"Estación 1, Este, Galicia, Spain",Galicia,50,2024-07-02 22:10:00,1.1,66.3,6.4,26.0,1014.5,34.0,50.0,1.2,23.3,3.0,2024-07-02,22,noche,Buena
"Coia, Vigo, Galicia, Spain",Galicia,34,2024-07-02 22:10:01,1.1,66.3,7.9,26.0,1014.5,34.0,34.0,2.1,23.3,3.0,2024-07-02,22,noche,Buena
"Lope de Vega, Vigo, Galicia, Spain",Galicia,24,2024-07-02 22:10:02,1.3,66.3,9.9,24.1,1014.5,17.0,34.0,0.6,23.3,3.0,2024-07-02,22,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,38,2024-07-02 22:10:13,1.0,84.0,2.5,22.0,1019.2,12.0,38.0,2.6,16.6,20.0,2024-07-02,22,noche,Buena
"Torre Hércules, A Coruña, Galicia, Spain",Galicia,30,2024-07-02 22:10:14,1.0,84.0,0.5,27.3,1019.2,17.0,30.0,0.6,16.6,20.0,2024-07-02,22,noche,Buena
"Riazor, A Coruña, Galicia, Spain",Galicia,30,2024-07-02 22:10:14,1.0,84.0,1.9,22.0,1019.2,14.0,30.0,0.6,16.6,20.0,2024-07-02,22,noche,Buena
"Parque da Cega, Galicia, Spain",Galicia,22,2024-07-02 22:10:15,1.0,82.0,1.1,22.0,1021.6,9.0,22.0,0.6,17.7,3.5,2024-07-02,22,noche,Buena
"Politècnic, València, Valencia, Spain",Com_Valenciana,35,2024-07-02 22:10:17,,79.6,2.8,35.4,1018.0,13.0,34.0,2.1,24.8,2.0,2024-07-02,22,noche,Buena
"Avd. Francia, València, Valencia, Spain",Com_Valenciana,31,2024-07-02 22:10:18,,80.3,9.2,31.3,1016.4,5.0,17.0,1.6,24.4,2.3,2024-07-02,22,noche,Buena
"Pista de Silla, València, Valencia, Spain",Com_Valenciana,30,2024-07-02 22:10:19,,79.6,16.0,24.8,,20.0,30.0,2.1,25.0,2.3,2024-07-02,22,noche,Buena
"Molí del Sol, València, Valencia, Spain",Com_Valenciana,29,2024-07-02 22:10:20,,79.6,8.3,28.5,1018.0,9.0,34.0,1.6,24.8,2.0,2024-07-02,22,noche,Buena
"Quart de Poblet, Valencia, Spain",Com_Valenciana,29,2024-07-02 22:10:20,,73.0,6.9,29.3,1015.0,13.0,34.0,2.6,25.0,2.5,2024-07-02,22,noche,Buena
"Elda, Valencia, Spain",Com_Valenciana,45,2024-07-02 22:10:25,,67.3,1.9,44.7,1002.1,2.0,9.0,2.1,25.0,2.3,2024-07-02,22,noche,Buena
"Viver, Valencia, Spain",Com_Valenciana,34,2024-07-02 22:10:25,,75.0,4.2,34.2,1016.1,5.0,13.0,1.6,23.7,1.6,2024-07-02,22,noche,Buena
"Buñol, Valencia, Spain",Com_Valenciana,42,2024-07-02 22:10:26,,78.0,1.9,41.5,1018.0,4.0,13.0,1.6,24.0,2.6,2024-07-02,22,noche,Buena
"Burriana, Valencia, Spain",Com_Valenciana,38,2024-07-02 22:10:27,,75.0,1.9,29.7,1016.1,10.0,38.0,1.6,23.7,1.6,2024-07-02,22,noche,Buena
"L'Alcora, Valencia, Spain",Com_Valenciana,27,2024-07-02 22:10:27,,75.0,1.9,27.3,1016.1,6.0,13.0,1.6,23.7,1.6,2024-07-02,22,noche,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,46,2024-07-02 22:10:28,,67.6,1.4,46.3,1013.9,11.0,25.0,1.6,26.8,3.0,2024-07-02,22,noche,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,28,2024-07-02 22:10:29,,62.4,2.8,27.7,1013.4,3.0,9.0,1.6,24.1,0.8,2024-07-02,22,noche,Buena
"CEA, Sagunt, Valencia, Spain",Com_Valenciana,29,2024-07-02 22:10:29,,80.5,1.9,29.3,1012.8,4.0,9.0,2.6,24.4,2.5,2024-07-02,22,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,31,2024-07-02 22:10:30,,66.2,3.2,30.9,1015.9,9.0,9.0,1.6,25.1,2.2,2024-07-02,22,noche,Buena
"Rabassa, Alacant, Valencia, Spain",Com_Valenciana,37,2024-07-02 22:10:31,,65.0,2.8,37.0,1015.0,1.0,5.0,1.6,25.0,1.5,2024-07-02,22,noche,Buena
"Vinaròs Planta, Valencia, Spain",Com_Valenciana,46,2024-07-02 22:10:32,,89.6,1.9,23.0,1028.4,11.0,46.0,,3.8,0.6,2024-07-02,22,noche,Buena
"Tarragona (Bonavista), Catalunya, Spain",Catalunya,9,2024-07-02 22:10:34,,60.0,1.4,13.9,1015.0,5.0,9.0,2.6,24.0,2.5,2024-07-02,22,noche,Buena
"Perafort, Catalunya, Spain",Catalunya,7,2024-07-02 22:10:35,,39.0,2.8,12.0,999.9,7.0,17.0,1.1,28.4,,2024-07-02,22,noche,Buena
"Burgos IV, Spain",Castilla_Leon,30,2024-07-02 22:10:37,0.1,45.0,1.0,29.7,1022.0,6.0,5.0,0.6,20.0,4.6,2024-07-02,22,noche,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-07-02 22:10:38,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-07-02,22,noche,Buena
"Medina de Pomar, Burgos, Spain",Castilla_Leon,32,2024-07-02 22:10:38,,75.5,0.5,32.1,1022.5,10.0,,1.6,18.6,0.7,2024-07-02,22,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,33,2024-07-02 22:10:39,,45.0,3.2,33.3,1022.0,11.0,,0.6,20.0,4.6,2024-07-02,22,noche,Buena
"Miranda de Ebro II, Burgos, Spain",Castilla_Leon,37,2024-07-02 22:10:40,,77.0,2.8,37.0,1022.0,18.0,,0.6,16.0,4.1,2024-07-02,22,noche,Buena
"Miranda de Ebro I, Burgos, Spain",Castilla_Leon,7,2024-07-02 22:10:40,,78.5,6.0,1.7,1006.0,7.0,,1.6,12.0,1.8,2024-07-02,22,noche,Buena
"Carranque, Malaga, Spain",Andalucia,47,2024-07-02 22:10:44,,60.4,10.6,28.8,1015.7,23.0,47.0,1.6,25.3,2.4,2024-07-02,22,noche,Buena
"El Atabal, Malaga, Spain",Andalucia,47,2024-07-02 22:10:45,,65.0,10.6,34.3,1015.7,22.0,47.0,2.1,24.4,2.0,2024-07-02,22,noche,Buena
"Campanillas, Malaga, Spain",Andalucia,40,2024-07-02 22:10:46,,73.0,3.7,40.2,1014.0,23.0,34.0,3.1,22.5,3.0,2024-07-02,22,noche,Buena
"Palacio De Congresos, Granada, Spain",Andalucia,57,2024-07-02 22:10:48,,32.0,6.4,47.3,1007.2,19.0,57.0,3.6,30.9,1.0,2024-07-02,22,noche,Moderada
"Ciudad Deportiva, Armilla, Spain",Andalucia,57,2024-07-02 22:10:49,,35.0,1.0,39.9,1007.6,20.0,57.0,1.6,28.3,1.0,2024-07-02,22,noche,Moderada
"Granada-norte, Granada, Spain",Andalucia,48,2024-07-02 22:10:49,,32.0,12.4,47.6,1007.2,15.0,21.0,2.6,30.9,1.0,2024-07-02,22,noche,Buena
"Segovia II, Spain",Castilla_Leon,25,2024-07-02 22:10:54,,43.5,0.5,24.8,1016.6,5.0,,1.1,25.0,1.0,2024-07-02,22,noche,Buena
"Soria, Spain",Castilla_Leon,37,2024-07-02 22:10:56,,60.0,5.1,37.4,1021.0,24.0,,0.6,20.0,1.5,2024-07-02,22,noche,Buena
"Avda de Soria, Zaragoza, Spain",Castilla_Leon,34,2024-07-02 22:10:57,1.4,35.0,3.5,34.3,1017.6,17.0,,0.9,22.7,9.0,2024-07-02,22,noche,Buena
"Muriel de la Fuente, Soria, Spain",Castilla_Leon,29,2024-07-02 22:10:58,,41.5,4.6,29.3,1021.0,5.0,,1.6,23.0,6.5,2024-07-02,22,noche,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,63,2024-07-02 22:11:17,0.1,79.5,5.1,,1022.0,13.0,63.0,1.1,15.5,3.8,2024-07-02,22,noche,Moderada
"Av. Gasteiz, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,50,2024-07-02 22:11:18,0.1,79.5,4.2,,1022.0,15.0,50.0,,15.5,3.8,2024-07-02,22,noche,Buena
"Los Herran, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,50,2024-07-02 22:11:18,,79.5,2.8,,1022.0,14.0,50.0,,15.5,3.8,2024-07-02,22,noche,Buena
Madrid,Pais_Vasco,22,2024-07-02 22:11:20,0.1,36.8,2.8,21.6,1018.9,1.0,9.0,1.6,27.2,7.7,2024-07-02,22,noche,Buena
"Sanchinarro, Madrid, Spain",Pais_Vasco,34,2024-07-02 22:11:21,,36.7,2.3,,1016.4,11.0,34.0,,26.9,8.0,2024-07-02,22,noche,Buena
"Fernandez Ladreda, Madrid, Spain",Pais_Vasco,34,2024-07-02 22:11:22,,32.0,11.0,,1018.0,12.0,34.0,,29.0,3.0,2024-07-02,22,noche,Buena
"Casa De Campo, Madrid, Spain",Pais_Vasco,26,2024-07-02 22:11:22,,34.5,2.3,26.0,1018.8,3.0,5.0,,27.2,7.7,2024-07-02,22,noche,Buena
"Escuelas Aguirre, Madrid, Spain",Pais_Vasco,22,2024-07-02 22:11:23,0.1,34.5,5.1,21.6,1018.8,3.0,5.0,1.6,27.2,7.7,2024-07-02,22,noche,Buena
"Cuatro Caminos, Madrid, Spain",Pais_Vasco,13,2024-07-02 22:11:24,,34.5,7.4,,1018.9,7.0,13.0,,27.2,7.7,2024-07-02,22,noche,Buena
"Plaza Elíptica, Madrid, Spain",Pais_Vasco,13,2024-07-02 22:11:25,0.1,32.0,13.8,,1018.0,9.0,13.0,,28.5,3.6,2024-07-02,22,noche,Buena
"Castellana, Madrid, Spain",Pais_Vasco,9,2024-07-02 22:11:25,,34.5,2.8,,1018.9,1.0,9.0,,27.2,7.7,2024-07-02,22,noche,Buena
"Mendez Alvaro, Madrid, Spain",Pais_Vasco,9,2024-07-02 22:11:26,,36.8,3.2,,1017.6,7.0,9.0,,27.1,7.3,2024-07-02,22,noche,Buena
"Plaza De Castilla, Madrid, Spain",Pais_Vasco,5,2024-07-02 22:11:27,,34.5,4.6,,1018.9,5.0,5.0,,27.2,7.7,2024-07-02,22,noche,Buena
"Palencia III, Spain",Castilla_Leon,28,2024-07-02 22:11:29,,37.8,0.5,27.7,1023.9,6.0,25.0,0.6,25.2,5.8,2024-07-02,22,noche,Buena
"Renault IV, Palencia, Spain",Castilla_Leon,13,2024-07-02 22:11:30,0.1,55.0,2.8,33.3,1013.5,3.0,13.0,1.1,15.9,8.2,2024-07-02,22,noche,Buena
"Hontoria II - Venta de Baños, Palencia, Spain",Castilla_Leon,32,2024-07-02 22:11:30,0.1,55.0,0.5,31.7,1013.5,3.0,13.0,3.6,15.9,8.2,2024-07-02,22,noche,Buena
"Guardo, Palencia, Spain",Castilla_Leon,40,2024-07-02 22:11:31,,37.6,1.0,40.3,1021.5,8.0,9.0,4.1,22.5,1.3,2024-07-02,22,noche,Buena
"C.T.G. - Villalba, Palencia, Spain",Castilla_Leon,17,2024-07-02 22:11:32,,85.0,1.0,16.7,1022.5,2.0,9.0,1.1,,0.1,2024-07-02,22,noche,Buena
"C.T.G. - Compuerto, Palencia, Spain",Castilla_Leon,16,2024-07-02 22:11:32,,85.5,0.5,16.3,1022.5,2.0,9.0,2.1,,0.1,2024-07-02,22,noche,Buena
"Hontoria I - Poblado, Palencia, Spain",Castilla_Leon,34,2024-07-02 22:11:33,0.1,55.3,0.5,34.2,1013.5,1.0,13.0,1.1,15.9,8.0,2024-07-02,22,noche,Buena
"El Picarral, Zaragoza, Spain",Aragón,37,2024-07-02 22:11:35,2.1,35.0,0.8,36.9,1017.6,,18.0,,22.7,9.0,2024-07-02,22,noche,Buena
"Jaime Ferrán, Zaragoza, Spain",Aragón,37,2024-07-02 22:11:36,1.4,35.0,4.1,37.2,1017.5,13.0,,2.9,22.5,9.3,2024-07-02,22,noche,Buena
"Actur, Zaragoza, Spain",Aragón,35,2024-07-02 22:11:37,,35.0,3.4,34.6,1017.5,13.0,28.0,,22.5,9.3,2024-07-02,22,noche,Buena
"Renovales (Luis Vives), Zaragoza, Spain",Aragón,34,2024-07-02 22:11:38,1.0,48.5,2.0,34.1,1015.3,20.0,,1.8,21.9,6.5,2024-07-02,22,noche,Buena
"Roger de Flor, Zaragoza, Spain",Aragón,34,2024-07-02 22:11:38,1.7,35.0,3.3,33.8,1017.5,21.0,,1.3,22.5,9.3,2024-07-02,22,noche,Buena
"Avda de Soria, Zaragoza, Spain",Aragón,34,2024-07-02 22:11:39,1.4,35.0,3.5,34.3,1017.6,17.0,,0.9,22.7,9.0,2024-07-02,22,noche,Buena
"Las Fuentes, Zaragoza, Spain",Aragón,33,2024-07-02 22:11:40,1.5,35.0,3.9,33.1,1017.5,16.0,28.0,1.7,22.5,9.3,2024-07-02,22,noche,Buena
